game_slug,season,team,jersey,name,goals_against,is_captain,is_starter,minutes,save_pct,saves
23122025_grizzlys-wolfsburg_gg_iserlohn-roosters_4158,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
23122025_grizzlys-wolfsburg_gg_iserlohn-roosters_4158,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,57:25,86.96%,20
23122025_grizzlys-wolfsburg_gg_iserlohn-roosters_4158,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
23122025_loewen-frankfurt_gg_koelner-haie_4152,2025-26,Löwen Frankfurt,47,Dustin Tokarski,3,False,True,58:46,90.91%,30
23122025_loewen-frankfurt_gg_koelner-haie_4152,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
23122025_loewen-frankfurt_gg_koelner-haie_4152,2025-26,Kölner Haie,30,Janne Juvonen,1,False,True,60:00,96.88%,31
23122025_loewen-frankfurt_gg_koelner-haie_4152,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
23122025_straubing-tigers_gg_dresdner-eisloewen_4156,2025-26,Straubing Tigers,1,Florian Bugl,3,False,True,60:00,87.50%,21
23122025_straubing-tigers_gg_dresdner-eisloewen_4156,2025-26,Straubing Tigers,40,Henrik Haukeland,,False,False,,,
23122025_straubing-tigers_gg_dresdner-eisloewen_4156,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
23122025_straubing-tigers_gg_dresdner-eisloewen_4156,2025-26,Dresdner Eislöwen,62,Janick Schwendener,5,False,True,24:20,77.27%,17
23122025_straubing-tigers_gg_dresdner-eisloewen_4156,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,0,False,False,33:54,100.00%,13
24032026_ehc-red-bull-muenchen_gg_erc-ingolstadt_4338,2025-26,EHC Red Bull München,30,Antoine Bibeau,6,False,True,57:35,77.78%,21
24032026_ehc-red-bull-muenchen_gg_erc-ingolstadt_4338,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
24032026_ehc-red-bull-muenchen_gg_erc-ingolstadt_4338,2025-26,EHC Red Bull München,32,Matthias Bittner,,False,False,,,
24032026_ehc-red-bull-muenchen_gg_erc-ingolstadt_4338,2025-26,ERC Ingolstadt,31,Devin Williams,5,False,True,60:00,88.10%,37
24032026_ehc-red-bull-muenchen_gg_erc-ingolstadt_4338,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Straubing Tigers,40,Henrik Haukeland,1,False,True,60:00,96.30%,26
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Eisbären Berlin,1,Jonas Stettmer,5,False,True,60:00,82.14%,23
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Eisbären Berlin,73,Lennart Neiße,,False,False,,,
24032026_straubing-tigers_gg_eisbaeren-berlin_4339,2025-26,Eisbären Berlin,32,Niclas Wolter,,False,False,,,
24102025_dresdner-eisloewen_gg_straubing-tigers_4027,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,59:55,90.00%,27
24102025_dresdner-eisloewen_gg_straubing-tigers_4027,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
24102025_dresdner-eisloewen_gg_straubing-tigers_4027,2025-26,Straubing Tigers,40,Henrik Haukeland,2,False,True,60:00,91.67%,22
24102025_dresdner-eisloewen_gg_straubing-tigers_4027,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
24102025_grizzlys-wolfsburg_gg_iserlohn-roosters_4031,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,1,False,True,60:00,95.45%,21
24102025_grizzlys-wolfsburg_gg_iserlohn-roosters_4031,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,,False,False,,,
24102025_grizzlys-wolfsburg_gg_iserlohn-roosters_4031,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,59:55,93.55%,29
24102025_grizzlys-wolfsburg_gg_iserlohn-roosters_4031,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
24102025_loewen-frankfurt_gg_pinguins-bremerhaven_4028,2025-26,Löwen Frankfurt,51,Cody Brenner,3,False,True,59:59,92.68%,38
24102025_loewen-frankfurt_gg_pinguins-bremerhaven_4028,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
24102025_loewen-frankfurt_gg_pinguins-bremerhaven_4028,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,7,False,True,60:00,75.86%,22
24102025_loewen-frankfurt_gg_pinguins-bremerhaven_4028,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
25012026_augsburger-panther_gg_pinguins-bremerhaven_4236,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,59:09,93.33%,28
25012026_augsburger-panther_gg_pinguins-bremerhaven_4236,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
25012026_augsburger-panther_gg_pinguins-bremerhaven_4236,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,1,False,True,60:00,94.12%,16
25012026_augsburger-panther_gg_pinguins-bremerhaven_4236,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
25012026_augsburger-panther_gg_pinguins-bremerhaven_4236,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
25012026_grizzlys-wolfsburg_gg_dresdner-eisloewen_4239,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,2,False,True,60:00,88.89%,16
25012026_grizzlys-wolfsburg_gg_dresdner-eisloewen_4239,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
25012026_grizzlys-wolfsburg_gg_dresdner-eisloewen_4239,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,59:18,90.00%,27
25012026_grizzlys-wolfsburg_gg_dresdner-eisloewen_4239,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
25012026_iserlohn-roosters_gg_straubing-tigers_4238,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,58:42,86.36%,19
25012026_iserlohn-roosters_gg_straubing-tigers_4238,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
25012026_iserlohn-roosters_gg_straubing-tigers_4238,2025-26,Straubing Tigers,40,Henrik Haukeland,2,False,True,60:00,88.24%,15
25012026_iserlohn-roosters_gg_straubing-tigers_4238,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
25012026_iserlohn-roosters_gg_straubing-tigers_4238,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
25012026_loewen-frankfurt_gg_eisbaeren-berlin_4237,2025-26,Löwen Frankfurt,51,Cody Brenner,1,False,True,60:00,97.73%,43
25012026_loewen-frankfurt_gg_eisbaeren-berlin_4237,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
25012026_loewen-frankfurt_gg_eisbaeren-berlin_4237,2025-26,Eisbären Berlin,1,Jonas Stettmer,4,False,True,60:00,83.33%,20
25012026_loewen-frankfurt_gg_eisbaeren-berlin_4237,2025-26,Eisbären Berlin,30,Jake Hildebrand,,False,False,,,
25022026_adler-mannheim_gg_augsburger-panther_4252,2025-26,Adler Mannheim,33,Johan Christer Mattsson,4,False,True,60:24,85.71%,24
25022026_adler-mannheim_gg_augsburger-panther_4252,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
25022026_adler-mannheim_gg_augsburger-panther_4252,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,60:24,93.48%,43
25022026_adler-mannheim_gg_augsburger-panther_4252,2025-26,Augsburger Panther,3,Markus Keller,,False,False,,,
25022026_koelner-haie_gg_dresdner-eisloewen_4248,2025-26,Kölner Haie,30,Janne Juvonen,2,False,True,60:00,92.31%,24
25022026_koelner-haie_gg_dresdner-eisloewen_4248,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
25022026_koelner-haie_gg_dresdner-eisloewen_4248,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
25022026_koelner-haie_gg_dresdner-eisloewen_4248,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,23:32,82.35%,14
25022026_koelner-haie_gg_dresdner-eisloewen_4248,2025-26,Dresdner Eislöwen,62,Janick Schwendener,4,False,False,36:28,83.33%,20
25022026_loewen-frankfurt_gg_pinguins-bremerhaven_4251,2025-26,Löwen Frankfurt,51,Cody Brenner,1,False,True,60:00,97.22%,35
25022026_loewen-frankfurt_gg_pinguins-bremerhaven_4251,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
25022026_loewen-frankfurt_gg_pinguins-bremerhaven_4251,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,4,False,True,60:00,84.00%,21
25022026_loewen-frankfurt_gg_pinguins-bremerhaven_4251,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
25022026_loewen-frankfurt_gg_pinguins-bremerhaven_4251,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
25022026_nuernberg-ice-tigers_gg_iserlohn-roosters_4250,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,4,False,True,60:00,86.21%,25
25022026_nuernberg-ice-tigers_gg_iserlohn-roosters_4250,2025-26,Nürnberg Ice Tigers,35,Luca Ganz,,False,False,,,
25022026_nuernberg-ice-tigers_gg_iserlohn-roosters_4250,2025-26,Iserlohn Roosters,32,Hendrik Hane,1,False,True,60:00,96.43%,27
25022026_nuernberg-ice-tigers_gg_iserlohn-roosters_4250,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Adler Mannheim,56,Maximilian Franzreb,2,False,True,60:00,92.00%,23
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Adler Mannheim,33,Johan Christer Mattsson,,False,False,,,
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Adler Mannheim,72,Kimi Saffran,,False,False,,,
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,5,False,True,60:00,85.71%,30
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
25032026_adler-mannheim_gg_pinguins-bremerhaven_4340,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,,False,False,,,
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,1,False,True,57:54,96.88%,31
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Kölner Haie,30,Janne Juvonen,0,False,True,60:00,100.00%,19
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
25032026_schwenninger-wild-wings_gg_koelner-haie_4341,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
25102025_eisbaeren-berlin_gg_augsburger-panther_4032,2025-26,Eisbären Berlin,30,Jake Hildebrand,4,False,True,62:39,87.10%,27
25102025_eisbaeren-berlin_gg_augsburger-panther_4032,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
25102025_eisbaeren-berlin_gg_augsburger-panther_4032,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,62:39,86.96%,20
25102025_eisbaeren-berlin_gg_augsburger-panther_4032,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
25112025_loewen-frankfurt_gg_augsburger-panther_4091,2025-26,Löwen Frankfurt,51,Cody Brenner,2,False,True,60:00,95.24%,40
25112025_loewen-frankfurt_gg_augsburger-panther_4091,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
25112025_loewen-frankfurt_gg_augsburger-panther_4091,2025-26,Augsburger Panther,41,Peyton Jones,4,False,True,57:58,85.71%,24
25112025_loewen-frankfurt_gg_augsburger-panther_4091,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
26092025_augsburger-panther_gg_koelner-haie_3973,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,60:00,94.87%,37
26092025_augsburger-panther_gg_koelner-haie_3973,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
26092025_augsburger-panther_gg_koelner-haie_3973,2025-26,Kölner Haie,45,Tobias Ancicka,3,False,True,58:04,85.71%,18
26092025_augsburger-panther_gg_koelner-haie_3973,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
26092025_dresdner-eisloewen_gg_adler-mannheim_3970,2025-26,Dresdner Eislöwen,35,Julius Hudacek,3,False,True,60:00,91.67%,33
26092025_dresdner-eisloewen_gg_adler-mannheim_3970,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
26092025_dresdner-eisloewen_gg_adler-mannheim_3970,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
26092025_dresdner-eisloewen_gg_adler-mannheim_3970,2025-26,Adler Mannheim,33,Johan Christer Mattsson,0,False,True,60:00,100.00%,21
26092025_dresdner-eisloewen_gg_adler-mannheim_3970,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
26092025_iserlohn-roosters_gg_pinguins-bremerhaven_3974,2025-26,Iserlohn Roosters,92,Andreas Jenike,5,False,True,60:00,85.29%,29
26092025_iserlohn-roosters_gg_pinguins-bremerhaven_3974,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
26092025_iserlohn-roosters_gg_pinguins-bremerhaven_3974,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,1,False,True,60:00,94.12%,16
26092025_iserlohn-roosters_gg_pinguins-bremerhaven_3974,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
26092025_iserlohn-roosters_gg_pinguins-bremerhaven_3974,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
26092025_loewen-frankfurt_gg_nuernberg-ice-tigers_3972,2025-26,Löwen Frankfurt,51,Cody Brenner,3,False,True,58:21,86.96%,20
26092025_loewen-frankfurt_gg_nuernberg-ice-tigers_3972,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
26092025_loewen-frankfurt_gg_nuernberg-ice-tigers_3972,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
26092025_loewen-frankfurt_gg_nuernberg-ice-tigers_3972,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,0,False,True,60:00,100.00%,26
26092025_loewen-frankfurt_gg_nuernberg-ice-tigers_3972,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
26102025_koelner-haie_gg_loewen-frankfurt_4033,2025-26,Kölner Haie,30,Janne Juvonen,0,False,True,60:00,100.00%,19
26102025_koelner-haie_gg_loewen-frankfurt_4033,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
26102025_koelner-haie_gg_loewen-frankfurt_4033,2025-26,Löwen Frankfurt,51,Cody Brenner,5,False,True,60:00,85.29%,29
26102025_koelner-haie_gg_loewen-frankfurt_4033,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
26102025_nuernberg-ice-tigers_gg_iserlohn-roosters_4034,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,1,False,True,60:00,96.43%,27
26102025_nuernberg-ice-tigers_gg_iserlohn-roosters_4034,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,,False,False,,,
26102025_nuernberg-ice-tigers_gg_iserlohn-roosters_4034,2025-26,Iserlohn Roosters,92,Andreas Jenike,2,False,True,57:50,94.59%,35
26102025_nuernberg-ice-tigers_gg_iserlohn-roosters_4034,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
26102025_pinguins-bremerhaven_gg_dresdner-eisloewen_4035,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,2,False,True,60:00,90.48%,19
26102025_pinguins-bremerhaven_gg_dresdner-eisloewen_4035,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
26102025_pinguins-bremerhaven_gg_dresdner-eisloewen_4035,2025-26,Pinguins Bremerhaven,33,Mathis Löwe,,False,False,,,
26102025_pinguins-bremerhaven_gg_dresdner-eisloewen_4035,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,4,False,True,60:00,90.24%,37
26102025_pinguins-bremerhaven_gg_dresdner-eisloewen_4035,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
26112025_dresdner-eisloewen_gg_iserlohn-roosters_4094,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,6,False,True,60:00,76.92%,20
26112025_dresdner-eisloewen_gg_iserlohn-roosters_4094,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
26112025_dresdner-eisloewen_gg_iserlohn-roosters_4094,2025-26,Iserlohn Roosters,92,Andreas Jenike,1,False,True,60:00,96.15%,25
26112025_dresdner-eisloewen_gg_iserlohn-roosters_4094,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
26122025_dresdner-eisloewen_gg_augsburger-panther_4162,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,1,False,True,60:00,96.67%,29
26122025_dresdner-eisloewen_gg_augsburger-panther_4162,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
26122025_dresdner-eisloewen_gg_augsburger-panther_4162,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,58:21,90.48%,19
26122025_dresdner-eisloewen_gg_augsburger-panther_4162,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
26122025_ehc-red-bull-muenchen_gg_loewen-frankfurt_4165,2025-26,EHC Red Bull München,30,Antoine Bibeau,2,False,True,58:54,89.47%,17
26122025_ehc-red-bull-muenchen_gg_loewen-frankfurt_4165,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
26122025_ehc-red-bull-muenchen_gg_loewen-frankfurt_4165,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,1,False,True,60:00,95.24%,20
26122025_ehc-red-bull-muenchen_gg_loewen-frankfurt_4165,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
26122025_iserlohn-roosters_gg_schwenninger-wild-wings_4164,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,60:00,93.75%,30
26122025_iserlohn-roosters_gg_schwenninger-wild-wings_4164,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
26122025_iserlohn-roosters_gg_schwenninger-wild-wings_4164,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,3,False,True,58:25,83.33%,15
26122025_iserlohn-roosters_gg_schwenninger-wild-wings_4164,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
27012026_augsburger-panther_gg_eisbaeren-berlin_4242,2025-26,Augsburger Panther,41,Peyton Jones,1,False,True,60:00,96.15%,25
27012026_augsburger-panther_gg_eisbaeren-berlin_4242,2025-26,Augsburger Panther,34,Michael Garteig,,False,False,,,
27012026_augsburger-panther_gg_eisbaeren-berlin_4242,2025-26,Eisbären Berlin,30,Jake Hildebrand,2,False,True,59:41,91.67%,22
27012026_augsburger-panther_gg_eisbaeren-berlin_4242,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
27012026_erc-ingolstadt_gg_dresdner-eisloewen_4244,2025-26,ERC Ingolstadt,36,Brett Brochu,1,False,True,60:00,96.30%,26
27012026_erc-ingolstadt_gg_dresdner-eisloewen_4244,2025-26,ERC Ingolstadt,31,Devin Williams,,False,False,,,
27012026_erc-ingolstadt_gg_dresdner-eisloewen_4244,2025-26,Dresdner Eislöwen,62,Janick Schwendener,4,False,True,60:00,85.71%,24
27012026_erc-ingolstadt_gg_dresdner-eisloewen_4244,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
27012026_iserlohn-roosters_gg_adler-mannheim_4245,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,57:30,92.86%,26
27012026_iserlohn-roosters_gg_adler-mannheim_4245,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
27012026_iserlohn-roosters_gg_adler-mannheim_4245,2025-26,Adler Mannheim,33,Johan Christer Mattsson,1,False,True,60:00,96.15%,25
27012026_iserlohn-roosters_gg_adler-mannheim_4245,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
27012026_koelner-haie_gg_loewen-frankfurt_4241,2025-26,Kölner Haie,30,Janne Juvonen,2,False,True,58:04,92.00%,23
27012026_koelner-haie_gg_loewen-frankfurt_4241,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
27012026_koelner-haie_gg_loewen-frankfurt_4241,2025-26,Löwen Frankfurt,51,Cody Brenner,1,False,True,60:00,95.83%,23
27012026_koelner-haie_gg_loewen-frankfurt_4241,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
27022026_augsburger-panther_gg_ehc-red-bull-muenchen_4258,2025-26,Augsburger Panther,41,Peyton Jones,4,False,True,58:05,87.50%,28
27022026_augsburger-panther_gg_ehc-red-bull-muenchen_4258,2025-26,Augsburger Panther,3,Markus Keller,,False,False,,,
27022026_augsburger-panther_gg_ehc-red-bull-muenchen_4258,2025-26,EHC Red Bull München,30,Antoine Bibeau,2,False,True,60:00,93.75%,30
27022026_augsburger-panther_gg_ehc-red-bull-muenchen_4258,2025-26,EHC Red Bull München,35,Mathias Niederberger,,False,False,,,
27022026_augsburger-panther_gg_ehc-red-bull-muenchen_4258,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
27022026_dresdner-eisloewen_gg_nuernberg-ice-tigers_4257,2025-26,Dresdner Eislöwen,62,Janick Schwendener,4,False,True,59:45,91.67%,44
27022026_dresdner-eisloewen_gg_nuernberg-ice-tigers_4257,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
27022026_dresdner-eisloewen_gg_nuernberg-ice-tigers_4257,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,3,False,True,60:00,88.89%,24
27022026_dresdner-eisloewen_gg_nuernberg-ice-tigers_4257,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
27022026_eisbaeren-berlin_gg_iserlohn-roosters_4256,2025-26,Eisbären Berlin,1,Jonas Stettmer,2,False,True,60:00,90.00%,18
27022026_eisbaeren-berlin_gg_iserlohn-roosters_4256,2025-26,Eisbären Berlin,73,Lennart Neiße,,False,False,,,
27022026_eisbaeren-berlin_gg_iserlohn-roosters_4256,2025-26,Iserlohn Roosters,92,Andreas Jenike,4,False,True,58:58,89.47%,34
27022026_eisbaeren-berlin_gg_iserlohn-roosters_4256,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
27022026_schwenninger-wild-wings_gg_loewen-frankfurt_4261,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,1,False,True,60:00,95.45%,21
27022026_schwenninger-wild-wings_gg_loewen-frankfurt_4261,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
27022026_schwenninger-wild-wings_gg_loewen-frankfurt_4261,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
27022026_schwenninger-wild-wings_gg_loewen-frankfurt_4261,2025-26,Löwen Frankfurt,51,Cody Brenner,4,False,True,60:00,83.33%,20
27022026_schwenninger-wild-wings_gg_loewen-frankfurt_4261,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Eisbären Berlin,1,Jonas Stettmer,1,False,True,60:00,95.65%,22
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Eisbären Berlin,73,Lennart Neiße,,False,False,,,
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Eisbären Berlin,32,Niclas Wolter,,False,False,,,
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Straubing Tigers,40,Henrik Haukeland,2,False,True,58:39,92.31%,24
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
27032026_eisbaeren-berlin_gg_straubing-tigers_4343,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
27032026_erc-ingolstadt_gg_ehc-red-bull-muenchen_4345,2025-26,ERC Ingolstadt,36,Brett Brochu,5,False,True,59:53,79.17%,19
27032026_erc-ingolstadt_gg_ehc-red-bull-muenchen_4345,2025-26,ERC Ingolstadt,31,Devin Williams,,False,False,,,
27032026_erc-ingolstadt_gg_ehc-red-bull-muenchen_4345,2025-26,EHC Red Bull München,25,Simon Wolf,1,False,True,60:00,95.45%,21
27032026_erc-ingolstadt_gg_ehc-red-bull-muenchen_4345,2025-26,EHC Red Bull München,32,Matthias Bittner,,False,False,,,
27032026_erc-ingolstadt_gg_ehc-red-bull-muenchen_4345,2025-26,EHC Red Bull München,35,Mathias Niederberger,,False,False,,,
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Kölner Haie,30,Janne Juvonen,2,False,True,60:00,91.67%,22
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,3,False,True,58:12,89.66%,26
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
27032026_koelner-haie_gg_schwenninger-wild-wings_4342,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,5,False,True,63:41,84.38%,27
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,,False,False,,,
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Adler Mannheim,56,Maximilian Franzreb,4,False,True,65:25,87.10%,27
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Adler Mannheim,33,Johan Christer Mattsson,,False,False,,,
27032026_pinguins-bremerhaven_gg_adler-mannheim_4344,2025-26,Adler Mannheim,67,Leon Willerscheid,,False,False,,,
28092025_adler-mannheim_gg_loewen-frankfurt_3977,2025-26,Adler Mannheim,56,Maximilian Franzreb,3,False,True,63:49,85.71%,18
28092025_adler-mannheim_gg_loewen-frankfurt_3977,2025-26,Adler Mannheim,33,Johan Christer Mattsson,,False,False,,,
28092025_adler-mannheim_gg_loewen-frankfurt_3977,2025-26,Adler Mannheim,72,Kimi Saffran,,False,False,,,
28092025_adler-mannheim_gg_loewen-frankfurt_3977,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,2,False,True,63:49,95.24%,40
