game_slug,season,period,time,event_type,team,assists,gk_direction,goal_type,goalkeeper,penalized_player,penalty_minutes,penalty_reason,raw_event,served_by
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,59:47,goal,,Chartier (#14) und Ortega (#8),,,,,,,Tor ins leere Tor von Oliver Granz (#23) auf Vorlage von Chartier (#14) und Ortega (#8) Tor ins leere Tor von Oliver Granz (#23) auf Vorlage von Chartier (#14) und Ortega (#8) 2 5,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,59:47,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,58:01,timeout,,,,,,,,,Auszeit  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,57:58,goalkeeper_change,,,out,,Joacim Eriksson,,,,Torhüter aus dem Tor : Joacim Eriksson (#60)  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,57:24,goal,,Karlsson (#24) und Fox (#27),,,,,,,Tor von Sebastian Gorcik (#47) auf Vorlage von Karlsson (#24) und Fox (#27) Tor von Sebastian Gorcik (#47) auf Vorlage von Karlsson (#24) und Fox (#27) 2 4,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,55:02,goal,,Platzer (#88) und Trivellato (#53),,,,,,,Tor von Jordan Szwarz (#14) auf Vorlage von Platzer (#88) und Trivellato (#53) Tor von Jordan Szwarz (#14) auf Vorlage von Platzer (#88) und Trivellato (#53) 2 3,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,51:35,goal,,Andres (#92) und McCrea (#3),,PP2,,,,,Tor (PP2) von Dane Fox (#27) auf Vorlage von Andres (#92) und McCrea (#3) Tor (PP2) von Dane Fox (#27) auf Vorlage von Andres (#92) und McCrea (#3) 1 3,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,50:24,timeout,,,,,,,,,Auszeit  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,50:24,penalty,,,,,,William Weber,2,TRIP,2 Min.  Strafe  gegen William Weber (#78) wegen TRIP  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,49:40,penalty,,,,,,Kyle Platzer,2,SLASH,2 Min.  Strafe  gegen Kyle Platzer (#88) wegen SLASH  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,47:48,goal,,Weber (#78),,,,,,,Tor von Alexander Karachun (#47) auf Vorlage von Weber (#78) Tor von Alexander Karachun (#47) auf Vorlage von Weber (#78) 1 2,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,43:30,penalty,,,,,,Phil Hungerecker,2,TRIP,2 Min.  Strafe  gegen Phil Hungerecker (#94) wegen TRIP  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,42:37,penalty,,,,,,Oliver Granz,2,TRIP,2 Min.  Strafe  gegen Oliver Granz (#23) wegen TRIP  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,36:10,penalty,,,,,,Emil Johansson,2,HOLD,2 Min.  Strafe  gegen Emil Johansson (#57) angetreten von Sebastian Gorcik (#47) wegen HOLD  ,Sebastian Gorcik
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,36:10,penalty,,,,,,Emil Johansson,2,UN-SP,2 Min.  Strafe  gegen Emil Johansson (#57) angetreten von Sebastian Gorcik (#47) wegen UN-SP  ,Sebastian Gorcik
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,36:10,penalty,,,,,,Emil Johansson,10,UN-SP,10 Min.  Strafe  gegen Emil Johansson (#57) wegen UN-SP  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,28:34,goal,,Gorcik (#47) und Fox (#27),,,,,,,Tor von Tomáš Andres (#92) auf Vorlage von Gorcik (#47) und Fox (#27) Tor von Tomáš Andres (#92) auf Vorlage von Gorcik (#47) und Fox (#27) 0 2,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,24:42,penalty,,,,,,Simon Karlsson,2,TRIP,2 Min.  Strafe  gegen Simon Karlsson (#24) wegen TRIP  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,9:53,goal,,LeBlanc (#9) und Braun (#61),,,,,,,Tor von Lance Bouma (#17) auf Vorlage von LeBlanc (#9) und Braun (#61) Tor von Lance Bouma (#17) auf Vorlage von LeBlanc (#9) und Braun (#61) 0 1,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,6:00,penalty,,,,,,Justin Braun,2,DELAY,2 Min.  Strafe  gegen Justin Braun (#61) wegen DELAY  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,0:30,penalty,,,,,,Boaz Bassen,2,HOOK,2 Min.  Strafe  gegen Boaz Bassen (#64) wegen HOOK  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,0:00,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
01032026_schwenninger-wild-wings_gg_dresdner-eisloewen_4267,2025-26,,0:00,goalkeeper_change,,,in,,Janick Schwendener,,,,Torhüter ins Tor : Janick Schwendener (#62)  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,63:43,goal,,Ugbekile (#79) und Fischbuch (#71),,,,,,,Tor von Eric Cornel (#18) auf Vorlage von Ugbekile (#79) und Fischbuch (#71) Tor von Eric Cornel (#18) auf Vorlage von Ugbekile (#79) und Fischbuch (#71) 3 2,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,63:43,period_end,,,,,,,,,Drittelende  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,60:00,period_start,,,,,,,,,Drittelstart  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,47:11,penalty,,,,,,Taro Jentzsch,2,HOOK,2 Min.  Strafe  gegen Taro Jentzsch (#90) wegen HOOK  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,42:05,penalty,,,,,,Jacob Hayhurst,2,TRIP,2 Min.  Strafe  gegen Jacob Hayhurst (#15) wegen TRIP  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,37:17,goal,,Jentzsch (#90) und Ugbekile (#79),,,,,,,Tor von Julian Napravnik (#75) auf Vorlage von Jentzsch (#90) und Ugbekile (#79) Tor von Julian Napravnik (#75) auf Vorlage von Jentzsch (#90) und Ugbekile (#79) 2 2,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,31:19,penalty,,,,,,Johannes Huß,2,SLASH,2 Min.  Strafe  gegen Johannes Huß (#55) wegen SLASH  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,30:20,penalty,,,,,,Jimmy Lambert,2,SLASH,2 Min.  Strafe  gegen Jimmy Lambert (#7) wegen SLASH  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,29:20,penalty,,,,,,Colin Ugbekile,2,HOLD,2 Min.  Strafe  gegen Colin Ugbekile (#79) wegen HOLD  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,23:24,penalty,,,,,,Julian Melchiori,2,INTRF,2 Min.  Strafe  gegen Julian Melchiori (#44) wegen INTRF  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,11:11,goal,,Prow (#6) und Krupp (#5),,SH1,,,,,Tor (SH1) von Matthew White (#97) auf Vorlage von Prow (#6) und Krupp (#5) Tor (SH1) von Matthew White (#97) auf Vorlage von Prow (#6) und Krupp (#5) 1 2,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,9:29,penalty,,,,,,Jimmy Martinovic,2,INTRF,2 Min.  Strafe  gegen Jimmy Martinovic (#28) wegen INTRF  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,8:31,goal,,Salsten (#17) und Wood (#3),,,,,,,Tor von Christian Thomas (#27) auf Vorlage von Salsten (#17) und Wood (#3) Tor von Christian Thomas (#27) auf Vorlage von Salsten (#17) und Wood (#3) 1 1,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,6:32,goal,,Gaudet (#58) und Schinko (#63),,,,,,,Tor von Spencer Machacek (#93) auf Vorlage von Gaudet (#58) und Schinko (#63) Tor von Spencer Machacek (#93) auf Vorlage von Gaudet (#58) und Schinko (#63) 0 1,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,0:00,goalkeeper_change,,,in,,Andreas Jenike,,,,Torhüter ins Tor : Andreas Jenike (#92)  ,
01112025_iserlohn-roosters_gg_grizzlys-wolfsburg_4053,2025-26,,0:00,goalkeeper_change,,,in,,Dustin Strahlmeier,,,,Torhüter ins Tor : Dustin Strahlmeier (#1)  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,58:04,goal,,Ortega (#8),,,,,,,Tor ins leere Tor von Travis Turnbull (#91) auf Vorlage von Ortega (#8) Tor ins leere Tor von Travis Turnbull (#91) auf Vorlage von Ortega (#8) 2 5,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,58:04,goalkeeper_change,,,in,,Johan Christer,,,,Torhüter ins Tor : Johan Christer Mattsson (#33)  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,55:04,goalkeeper_change,,,out,,Johan Christer,,,,Torhüter aus dem Tor : Johan Christer Mattsson (#33)  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,50:37,penalty,,,,,,Justin Braun,2,BOARD,2 Min.  Strafe  gegen Justin Braun (#61) wegen BOARD  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,44:35,penalty,,,,,,Sebastian Gorcik,2,HI-ST,2 Min.  Strafe  gegen Sebastian Gorcik (#47) wegen HI-ST  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,37:41,goal,,Andres (#92) und Bouma (#17),,PP1,,,,,Tor (PP1) von Rourke Chartier (#14) auf Vorlage von Andres (#92) und Bouma (#17) Tor (PP1) von Rourke Chartier (#14) auf Vorlage von Andres (#92) und Bouma (#17) 2 4,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,37:06,penalty,,,,,,Matthias Plachta,2,SLASH,2 Min.  Strafe  gegen Matthias Plachta (#22) wegen SLASH  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,33:18,penalty,,,,,,David Suvanto,2,TRIP,2 Min.  Strafe  gegen David Suvanto (#33) wegen TRIP  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,23:00,goal,,Korte (#73),,,,,,,Tor von Alec McCrea (#3) auf Vorlage von Korte (#73) Tor von Alec McCrea (#3) auf Vorlage von Korte (#73) 2 3,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,21:49,goal,,Solow (#73) und Bennett (#21),,,,,,,Tor von Anthony Greco (#44) auf Vorlage von Solow (#73) und Bennett (#21) Tor von Anthony Greco (#44) auf Vorlage von Solow (#73) und Bennett (#21) 2 2,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,18:08,goal,,Bouma (#17),,,,,,,Tor von C.J. Suess (#15) auf Vorlage von Bouma (#17) Tor von C.J. Suess (#15) auf Vorlage von Bouma (#17) 1 2,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,12:29,penalty,,,,,,Dan Renouf,2,INTRF,2 Min.  Strafe  gegen Dan Renouf (#4) wegen INTRF  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,11:12,goal,,Greco (#44) und Plachta (#22),,PP1,,,,,Tor (PP1) von Zachary Solow (#73) auf Vorlage von Greco (#44) und Plachta (#22) Tor (PP1) von Zachary Solow (#73) auf Vorlage von Greco (#44) und Plachta (#22) 1 1,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,10:37,penalty,,,,,,Austin Ortega,2,HOOK,2 Min.  Strafe  gegen Austin Ortega (#8) wegen HOOK  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,7:09,goal,,Hendreschke (#32) und Ortega (#8),,,,,,,Tor von David Suvanto (#33) auf Vorlage von Hendreschke (#32) und Ortega (#8) Tor von David Suvanto (#33) auf Vorlage von Hendreschke (#32) und Ortega (#8) 0 1,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,0:00,goalkeeper_change,,,in,,Johan Christer,,,,Torhüter ins Tor : Johan Christer Mattsson (#33)  ,
02012026_adler-mannheim_gg_dresdner-eisloewen_4182,2025-26,,0:00,goalkeeper_change,,,in,,Juho Olkinuora,,,,Torhüter ins Tor : Juho Olkinuora (#45)  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,59:32,other,,,,,,,,,Tor mit Extra-Angreifer von Phil Hungerecker (#94) auf Vorlage von Bassen (#64) und Martinsson (#46) Tor mit Extra-Angreifer von Phil Hungerecker (#94) auf Vorlage von Bassen (#64) und Martinsson (#46) 7 6,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,58:03,timeout,,,,,,,,,Auszeit  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,56:28,goalkeeper_change,,,out,,Michael Bitzer,,,,Torhüter aus dem Tor : Michael Bitzer (#1)  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,49:18,goal,,Louis (#18) und Schemitsch (#62),,,,,,,Tor von Alexander Blank (#26) auf Vorlage von Louis (#18) und Schemitsch (#62) Tor von Alexander Blank (#26) auf Vorlage von Louis (#18) und Schemitsch (#62) 7 5,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,48:31,goal,,Grenier (#82) und Blank (#26),,,,,,,Tor von Anthony Louis (#18) auf Vorlage von Grenier (#82) und Blank (#26) Tor von Anthony Louis (#18) auf Vorlage von Grenier (#82) und Blank (#26) 6 5,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,45:20,penalty,,,,,,Alexander Karachun,2,CROSS,2 Min.  Strafe  gegen Alexander Karachun (#47) wegen CROSS  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,40:00,goalkeeper_change,,,out,,Michael Garteig,,,,Torhüter aus dem Tor : Michael Garteig (#34)  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,36:52,goal,,O'Regan (#11),,,,,,,Tor von Felix Maegaard Scheel (#13) auf Vorlage von O'Regan (#11) Tor von Felix Maegaard Scheel (#13) auf Vorlage von O'Regan (#11) 5 5,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,36:13,goal,,Marshall (#54) und Bittner (#7),,,,,,,Tor von Tylor Spink (#90) auf Vorlage von Marshall (#54) und Bittner (#7) Tor von Tylor Spink (#90) auf Vorlage von Marshall (#54) und Bittner (#7) 5 4,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,34:56,goal,,O'Regan (#11) und Marshall (#54),,PP1,,,,,Tor (PP1) von Alexander Karachun (#47) auf Vorlage von O'Regan (#11) und Marshall (#54) Tor (PP1) von Alexander Karachun (#47) auf Vorlage von O'Regan (#11) und Marshall (#54) 5 3,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,34:08,penalty,,,,,,Cody Kunyk,2,TRIP,2 Min.  Strafe  gegen Cody Kunyk (#20) wegen TRIP  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,30:11,goal,,Schemitsch (#62) und Louis (#18),,PP1,,,,,Tor (PP1) von Alexander Blank (#26) auf Vorlage von Schemitsch (#62) und Louis (#18) Tor (PP1) von Alexander Blank (#26) auf Vorlage von Schemitsch (#62) und Louis (#18) 5 2,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,29:32,goal,,Scheel (#13),,SH1,,,,,Tor (SH1) von Alex Trivellato (#53) auf Vorlage von Scheel (#13) Tor (SH1) von Alex Trivellato (#53) auf Vorlage von Scheel (#13) 4 2,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,29:05,penalty,,,,,,Sebastian Uvira,2,TRIP,2 Min.  Strafe  gegen Sebastian Uvira (#93) wegen TRIP  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,27:06,goal,,Platzer (#88) und Larkin (#37),,,,,,,Tor von Jordan Szwarz (#14) auf Vorlage von Platzer (#88) und Larkin (#37) Tor von Jordan Szwarz (#14) auf Vorlage von Platzer (#88) und Larkin (#37) 4 1,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,18:01,penalty,,,,,,Alexander Blank,2,SLASH,2 Min.  Strafe  gegen Alexander Blank (#26) wegen SLASH  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,17:29,penalty,,,,,,Alexander Karachun,2,SLASH,2 Min.  Strafe  gegen Alexander Karachun (#47) wegen SLASH  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,16:59,penalty,,,,,,Fabrizio Pilu,2,HOLD,2 Min.  Strafe  gegen Fabrizio Pilu (#68) wegen HOLD  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,10:42,goal,,Blank (#26) und Wohlgemuth (#33),,,,,,,Tor von Thomas Schemitsch (#62) auf Vorlage von Blank (#26) und Wohlgemuth (#33) Tor von Thomas Schemitsch (#62) auf Vorlage von Blank (#26) und Wohlgemuth (#33) 4 0,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,10:42,goalkeeper_change,,,out,,Joacim Eriksson,,,,Torhüter aus dem Tor : Joacim Eriksson (#60)  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,6:07,goal,,Cramarossa (#92) und Mayhew (#27),,,,,,,Tor von Thomas Jordan Trevelyan (#24) auf Vorlage von Cramarossa (#92) und Mayhew (#27) Tor von Thomas Jordan Trevelyan (#24) auf Vorlage von Cramarossa (#92) und Mayhew (#27) 3 0,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,5:34,goal,,Louis (#18) und Button (#55),,,,,,,Tor von Alexandre Grenier (#82) auf Vorlage von Louis (#18) und Button (#55) Tor von Alexandre Grenier (#82) auf Vorlage von Louis (#18) und Button (#55) 2 0,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,4:40,goal,,,,,,,,,Tor von Anthony Louis (#18) Tor von Anthony Louis (#18) 1 0,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,0:00,goalkeeper_change,,,in,,Michael Garteig,,,,Torhüter ins Tor : Michael Garteig (#34)  ,
02012026_augsburger-panther_gg_schwenninger-wild-wings_4183,2025-26,,0:00,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,58:19,goalkeeper_change,,,out,,Jake Hildebrand,,,,Torhüter aus dem Tor : Jake Hildebrand (#30)  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,52:26,penalty,,,,,,Ryan Mc,2,SLASH,2 Min.  Strafe  gegen Ryan McKiernan (#58) wegen SLASH  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,52:26,penalty,,,,,,Eric Mik,2,HI-ST,2 Min.  Strafe  gegen Eric Mik (#12) wegen HI-ST  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,49:07,goal,,Wedman (#67) und Lobach (#26),,,,,,,Tor von Jakob Lilja (#10) auf Vorlage von Wedman (#67) und Lobach (#26) Tor von Jakob Lilja (#10) auf Vorlage von Wedman (#67) und Lobach (#26) 2 3,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,47:15,goal,,Veilleux (#38) und Pföderl (#93),,PP1,,,,,Tor (PP1) von Liam Kirk (#94) auf Vorlage von Veilleux (#38) und Pföderl (#93) Tor (PP1) von Liam Kirk (#94) auf Vorlage von Veilleux (#38) und Pföderl (#93) 2 2,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,47:06,penalty,,,,,,Carter Rowney,2,TRIP,2 Min.  Strafe  gegen Carter Rowney (#17) wegen TRIP  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,27:06,goal,,Glover (#7) und Joyaux (#49),,PP1,,,,,Tor (PP1) von Daniel Pfaffengut (#77) auf Vorlage von Glover (#7) und Joyaux (#49) Tor (PP1) von Daniel Pfaffengut (#77) auf Vorlage von Glover (#7) und Joyaux (#49) 1 2,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,25:55,penalty,,,,,,Jonas Müller,2,INTRF,2 Min.  Strafe  gegen Jonas Müller (#18) wegen INTRF  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,25:34,goal,,Rowney (#17) und Lilja (#10),,,,,,,Tor von Maksim Matushkin (#52) auf Vorlage von Rowney (#17) und Lilja (#10) Tor von Maksim Matushkin (#52) auf Vorlage von Rowney (#17) und Lilja (#10) 1 1,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,18:36,penalty,,,,,,Eric Hördler,2,SLASH,2 Min.  Strafe  gegen Eric Hördler (#77) wegen SLASH  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,10:10,penalty,,,,,,Daniel Pfaffengut,2,TRIP,2 Min.  Strafe  gegen Daniel Pfaffengut (#77) wegen TRIP  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,2:37,goal,,Mik (#12) und Eder (#43),,,,,,,Tor von Matej Leden (#33) auf Vorlage von Mik (#12) und Eder (#43) Tor von Matej Leden (#33) auf Vorlage von Mik (#12) und Eder (#43) 1 0,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,0:00,goalkeeper_change,,,in,,Jake Hildebrand,,,,Torhüter ins Tor : Jake Hildebrand (#30)  ,
02012026_eisbaeren-berlin_gg_loewen-frankfurt_4181,2025-26,,0:00,goalkeeper_change,,,in,,Mirko Pantkowski,,,,Torhüter ins Tor : Mirko Pantkowski (#30)  ,
