game_slug,season,period,time,event_type,team,assists,gk_direction,goal_type,goalkeeper,penalized_player,penalty_minutes,penalty_reason,raw_event,served_by
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,25:45,goal,,Wilkie (#84) und Fröberg (#71),,PP1,,,,,Tor (PP1) von Maksim Matushkin (#52) auf Vorlage von Wilkie (#84) und Fröberg (#71) Tor (PP1) von Maksim Matushkin (#52) auf Vorlage von Wilkie (#84) und Fröberg (#71) 2 1,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,25:38,penalty,,,,,,Yannick Veilleux,2,INTRF,2 Min.  Strafe  gegen Yannick Veilleux (#38) wegen INTRF  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,21:39,goal,,Kirk (#94) und Tiffels (#95),,,,,,,Tor von Leonhard Pföderl (#93) auf Vorlage von Kirk (#94) und Tiffels (#95) Tor von Leonhard Pföderl (#93) auf Vorlage von Kirk (#94) und Tiffels (#95) 2 0,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,18:22,penalty,,,,,,Ty Ronning,2,TRIP,2 Min.  Strafe  gegen Ty Ronning (#9) wegen TRIP  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,13:47,goal,,Tiffels (#95) und Kirk (#94),,,,,,,Tor von Ty Ronning (#9) auf Vorlage von Tiffels (#95) und Kirk (#94) Tor von Ty Ronning (#9) auf Vorlage von Tiffels (#95) und Kirk (#94) 1 0,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,11:42,other,,,,,,,,,2 Min.  Bankstrafe  angetreten von Cameron Brace (#86) wegen TOO-M  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,9:05,penalty,,,,,,Matthew Wedman,2,HOOK,2 Min.  Strafe  gegen Matthew Wedman (#67) wegen HOOK  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,0:32,penalty,,,,,,Matthew Wedman,2,TRIP,2 Min.  Strafe  gegen Matthew Wedman (#67) wegen TRIP  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,0:00,goalkeeper_change,,,in,,Jake Hildebrand,,,,Torhüter ins Tor : Jake Hildebrand (#30)  ,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,,0:00,goalkeeper_change,,,in,,Mirko Pantkowski,,,,Torhüter ins Tor : Mirko Pantkowski (#30)  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,57:19,penalty,,,,,,Austen Keating,2,HOOK,2 Min.  Strafe  gegen Austen Keating (#89) wegen HOOK  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,53:49,penalty,,,,,,Alexandre Grenier,2,TRIP,2 Min.  Strafe  gegen Alexandre Grenier (#82) wegen TRIP  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,53:18,penalty,,,,,,Philipp Krauß,5,SLWW,5 Min.  Strafe  gegen Philipp Krauß (#8) angetreten von Luca Hauf (#85) wegen SLWW  ,Luca Hauf
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,53:18,penalty,,,,,,Philipp Krauß,20,SLWW,20 Min.  Strafe  gegen Philipp Krauß (#8) wegen SLWW  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,50:36,goal,,,,,,,,,Tor von Riley Sheen (#91) Tor von Riley Sheen (#91) 5 1,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,46:34,penalty,,,,,,Myles Powell,2,SLASH,2 Min.  Strafe  gegen Myles Powell (#9) wegen SLASH  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,41:04,goal,,Keating (#89) und Agostino (#11),,,,,,,Tor von Riley Barber (#37) auf Vorlage von Keating (#89) und Agostino (#11) Tor von Riley Barber (#37) auf Vorlage von Keating (#89) und Agostino (#11) 4 1,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,38:08,goal,,Pietta (#86) und Ruopp (#2),,,,,,,Tor von Daniel Schmölz (#92) auf Vorlage von Pietta (#86) und Ruopp (#2) Tor von Daniel Schmölz (#92) auf Vorlage von Pietta (#86) und Ruopp (#2) 3 1,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,28:10,penalty,,,,,,Peter Spornberger,2,HOLD,2 Min.  Strafe  gegen Peter Spornberger (#50) wegen HOLD  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,26:36,goal,,Keating (#89),,PP1,,,,,Tor (PP1) von Daniel Schmölz (#92) auf Vorlage von Keating (#89) Tor (PP1) von Daniel Schmölz (#92) auf Vorlage von Keating (#89) 2 1,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,24:42,penalty,,,,,,Ryan Button,2,INTRF,2 Min.  Strafe  gegen Ryan Button (#55) wegen INTRF  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,24:28,goal,,Elias (#46),,,,,,,Tor von Tim Wohlgemuth (#33) auf Vorlage von Elias (#46) Tor von Tim Wohlgemuth (#33) auf Vorlage von Elias (#46) 1 1,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,18:49,penalty,,,,,,Morgan Ellis,2,INTRF,2 Min.  Strafe  gegen Morgan Ellis (#4) wegen INTRF  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,15:56,penalty,,,,,,Alexandre Grenier,2,TRIP,2 Min.  Strafe  gegen Alexandre Grenier (#82) wegen TRIP  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,7:27,goal,,Hüttl (#25) und Barber (#37),,PP1,,,,,Tor (PP1) von Austen Keating (#89) auf Vorlage von Hüttl (#25) und Barber (#37) Tor (PP1) von Austen Keating (#89) auf Vorlage von Hüttl (#25) und Barber (#37) 1 0,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,6:49,penalty,,,,,,Madison Bowey,2,CROSS,2 Min.  Strafe  gegen Madison Bowey (#22) wegen CROSS  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,1:46,penalty,,,,,,Florian Elias,2,HOOK,2 Min.  Strafe  gegen Florian Elias (#67) wegen HOOK  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,0:00,goalkeeper_change,,,in,,Brett Brochu,,,,Torhüter ins Tor : Brett Brochu (#36)  ,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,,0:00,goalkeeper_change,,,in,,Michael Garteig,,,,Torhüter ins Tor : Michael Garteig (#34)  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,54:25,penalty,,,,,,,2,HOLD,2 Min.  Strafe  gegen Tomáš Andres (#92) wegen HOLD  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,49:37,goal,,MacLeod (#89) und Kero (#10),,,,,,,Tor von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Kero (#10) Tor von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Kero (#10) 5 0,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,40:55,penalty,,,,,,Oliwer Kaski,2,SLASH,2 Min.  Strafe  gegen Oliwer Kaski (#7) wegen SLASH  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,34:38,penalty,,,,,,Maximilian Kammerer,2,CROSS,2 Min.  Strafe  gegen Maximilian Kammerer (#9) wegen CROSS  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,34:38,penalty,,,,,,Trevor Parkes,2,CROSS,2 Min.  Strafe  gegen Trevor Parkes (#84) wegen CROSS  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,28:40,goal,,Kero (#10) und Müller (#91),,,,,,,Tor von Gregor MacLeod (#89) auf Vorlage von Kero (#10) und Müller (#91) Tor von Gregor MacLeod (#89) auf Vorlage von Kero (#10) und Müller (#91) 4 0,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,25:00,goal,,MacLeod (#89) und Glötzl (#22),,,,,,,Tor von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Glötzl (#22) Tor von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Glötzl (#22) 3 0,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,23:59,goal,,MacInnis (#77),,,,,,,Tor von Frederik Storm (#19) auf Vorlage von MacInnis (#77) Tor von Frederik Storm (#19) auf Vorlage von MacInnis (#77) 2 0,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,16:08,goal,,MacLeod (#89) und Schnarr (#76),,PP1,,,,,Tor (PP1) von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Schnarr (#76) Tor (PP1) von Patrick Russell (#63) auf Vorlage von MacLeod (#89) und Schnarr (#76) 1 0,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,15:24,penalty,,,,,,Simon Karlsson,2,TRIP,2 Min.  Strafe  gegen Simon Karlsson (#24) wegen TRIP  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,7:36,penalty,,,,,,Matthias Pischoff,2,HOOK,2 Min.  Strafe  gegen Matthias Pischoff (#20) wegen HOOK  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,0:00,goalkeeper_change,,,in,,Janne Juvonen,,,,Torhüter ins Tor : Janne Juvonen (#30)  ,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,,0:00,goalkeeper_change,,,in,,Juho Olkinuora,,,,Torhüter ins Tor : Juho Olkinuora (#45)  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,60:00,penalty,,,,,,Manuel Alberg,2,TRIP,2 Min.  Strafe  gegen Manuel Alberg (#63) wegen TRIP  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,58:48,goal,,Martinsson (#46),,,,,,,Tor ins leere Tor von Zach Senyshyn (#89) auf Vorlage von Martinsson (#46) Tor ins leere Tor von Zach Senyshyn (#89) auf Vorlage von Martinsson (#46) 3 0,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,58:48,goalkeeper_change,,,in,,Hendrik Hane,,,,Torhüter ins Tor : Hendrik Hane (#32)  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,58:41,goalkeeper_change,,,out,,Hendrik Hane,,,,Torhüter aus dem Tor : Hendrik Hane (#32)  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,58:22,timeout,,,,,,,,,Auszeit  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,54:33,goal,,Spink (#90) und Larkin (#37),,,,,,,Tor von Tyson Spink (#96) auf Vorlage von Spink (#90) und Larkin (#37) Tor von Tyson Spink (#96) auf Vorlage von Spink (#90) und Larkin (#37) 2 0,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,54:15,penalty,,,,,,Colin Ugbekile,2,SLASH,2 Min.  Strafe  gegen Colin Ugbekile (#79) wegen SLASH  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,52:48,penalty,,,,,,Alex Trivellato,2,SLASH,2 Min.  Strafe  gegen Alex Trivellato (#53) wegen SLASH  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,43:30,penalty,,,,,,Tyson Spink,2,INTRF,2 Min.  Strafe  gegen Tyson Spink (#96) wegen INTRF  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,31:48,goal,,Larkin (#37) und Spink (#96),,,,,,,Tor von Eric Martinsson (#46) auf Vorlage von Larkin (#37) und Spink (#96) Tor von Eric Martinsson (#46) auf Vorlage von Larkin (#37) und Spink (#96) 1 0,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,28:01,penalty,,,,,,Eric Martinsson,2,HO-ST,2 Min.  Strafe  gegen Eric Martinsson (#46) wegen HO-ST  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,19:15,penalty,,,,,,William Weber,2,BOARD,2 Min.  Strafe  gegen William Weber (#78) wegen BOARD  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,8:23,penalty,,,,,,Lua Niehus,2,INTRF,2 Min.  Strafe  gegen Lua Niehus (#26) wegen INTRF  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,2:54,penalty,,,,,,Colin Ugbekile,2,DELAY,2 Min.  Strafe  gegen Colin Ugbekile (#79) wegen DELAY  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,0:00,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,,0:00,goalkeeper_change,,,in,,Hendrik Hane,,,,Torhüter ins Tor : Hendrik Hane (#32)  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,59:35,timeout,,,,,,,,,Auszeit  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,59:07,goalkeeper_change,,,out,,Julius Hudacek,,,,Torhüter aus dem Tor : Julius Hudacek (#33)  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,58:50,goal,,Fleischer (#91),,,,,,,Tor ins leere Tor von Filip Varejcka (#90) auf Vorlage von Fleischer (#91) Tor ins leere Tor von Filip Varejcka (#90) auf Vorlage von Fleischer (#91) 3 1,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,58:50,goalkeeper_change,,,in,,Julius Hudacek,,,,Torhüter ins Tor : Julius Hudacek (#33)  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,58:12,goalkeeper_change,,,out,,Julius Hudacek,,,,Torhüter aus dem Tor : Julius Hudacek (#33)  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,56:04,penalty,,,,,,Justin Scott,2,HOOK,2 Min.  Strafe  gegen Justin Scott (#20) wegen HOOK  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,56:04,penalty,,,,,,Nicolas Krämmer,2,UN-SP,2 Min.  Strafe  gegen Nicolas Krämmer (#21) wegen UN-SP  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,53:01,goal,,Halloran (#71) und Madden (#18),,,,,,,Tor von Filip Varejcka (#90) auf Vorlage von Halloran (#71) und Madden (#18) Tor von Filip Varejcka (#90) auf Vorlage von Halloran (#71) und Madden (#18) 2 1,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,50:55,penalty,,,,,,Colt  Adam,2,TRIP,2 Min.  Strafe  gegen Colt  Adam Conrad (#79) wegen TRIP  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,44:21,penalty,,,,,,Alex Green,2,TRIP,2 Min.  Strafe  gegen Alex Green (#6) wegen TRIP  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,36:03,penalty,,,,,,Tim Fleischer,2,ROUGH,2 Min.  Strafe  gegen Tim Fleischer (#91) wegen ROUGH  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,31:48,penalty,,,,,,Stefan Loibl,2,TRIP,2 Min.  Strafe  gegen Stefan Loibl (#38) wegen TRIP  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,22:33,penalty,,,,,,Nicholas Halloran,2,HOLD,2 Min.  Strafe  gegen Nicholas Halloran (#71) wegen HOLD  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,22:28,penalty,,,,,,Ziga Jeglic,2,TRIP,2 Min.  Strafe  gegen Ziga Jeglic (#13) wegen TRIP  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,22:28,penalty,,,,,,Rayan Bettahar,2,ROUGH,2 Min.  Strafe  gegen Rayan Bettahar (#15) wegen ROUGH  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,22:28,penalty,,,,,,Justin Scott,2,ROUGH,2 Min.  Strafe  gegen Justin Scott (#20) wegen ROUGH  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,18:43,goal,,Brunnhuber (#19) und Madden (#18),,PP1,,,,,Tor (PP1) von Alex Green (#6) auf Vorlage von Brunnhuber (#19) und Madden (#18) Tor (PP1) von Alex Green (#6) auf Vorlage von Brunnhuber (#19) und Madden (#18) 1 1,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,15:25,penalty,,,,,,Andy Miele,5,FIST,5 Min.  Strafe  gegen Andy Miele (#51) wegen FIST  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,15:25,penalty,,,,,,Bennet Roßmy,5,BOARD,5 Min.  Strafe  gegen Bennet Roßmy (#73) wegen BOARD  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,15:25,penalty,,,,,,Marcel Brandt,5,CROSS,5 Min.  Strafe  gegen Marcel Brandt (#92) angetreten von Linus Brandl (#73) wegen CROSS  ,Linus Brandl
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,15:25,penalty,,,,,,Marcel Brandt,20,CROSS,20 Min.  Strafe  gegen Marcel Brandt (#92) wegen CROSS  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,13:40,goal,,,,,,,,,Tor von Colt  Adam Conrad (#79) Tor von Colt  Adam Conrad (#79) 0 1,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,5:17,penalty,,,,,,Alexander Friesen,2,INTRF,2 Min.  Strafe  gegen Alexander Friesen (#57) wegen INTRF  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,0:00,goalkeeper_change,,,in,,Henrik Haukeland,,,,Torhüter ins Tor : Henrik Haukeland (#40)  ,
16112025_straubing-tigers_gg_pinguins-bremerhaven_4071,2025-26,,0:00,goalkeeper_change,,,in,,Julius Hudacek,,,,Torhüter ins Tor : Julius Hudacek (#33)  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,58:03,goal,,Platzer (#88),,,,,,,Tor ins leere Tor von Zach Senyshyn (#89) auf Vorlage von Platzer (#88) Tor ins leere Tor von Zach Senyshyn (#89) auf Vorlage von Platzer (#88) 0 3,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,58:03,goalkeeper_change,,,in,,Maximilian Franzreb,,,,Torhüter ins Tor : Maximilian Franzreb (#56)  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,55:24,goalkeeper_change,,,out,,Maximilian Franzreb,,,,Torhüter aus dem Tor : Maximilian Franzreb (#56)  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,50:44,goal,,Trivellato (#53),,,,,,,Tor von Tylor Spink (#90) auf Vorlage von Trivellato (#53) Tor von Tylor Spink (#90) auf Vorlage von Trivellato (#53) 0 2,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,42:42,penalty,,,,,,Eric Jonathan,2,TRIP,2 Min.  Strafe  gegen Eric Jonathan Uba (#16) wegen TRIP  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,32:20,penalty,,,,,,Dan Renouf,2,CROSS,2 Min.  Strafe  gegen Dan Renouf (#4) wegen CROSS  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,22:28,goal,,Martinsson (#46) und Spink (#90),,PP1,,,,,Tor (PP1) von Tyson Spink (#96) auf Vorlage von Martinsson (#46) und Spink (#90) Tor (PP1) von Tyson Spink (#96) auf Vorlage von Martinsson (#46) und Spink (#90) 0 1,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,21:40,penalty,,,,,,Yannick Proske,2,HOLD,2 Min.  Strafe  gegen Yannick Proske (#27) wegen HOLD  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,7:40,penalty,,,,,,William Weber,2,HOLD,2 Min.  Strafe  gegen William Weber (#78) wegen HOLD  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,0:00,goalkeeper_change,,,in,,Maximilian Franzreb,,,,Torhüter ins Tor : Maximilian Franzreb (#56)  ,
17102025_adler-mannheim_gg_schwenninger-wild-wings_4015,2025-26,,0:00,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,59:12,goalkeeper_change,,,out,,Hannibal Weitzmann,,,,Torhüter aus dem Tor : Hannibal Weitzmann (#67)  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,59:02,goalkeeper_change,,,in,,Hannibal Weitzmann,,,,Torhüter ins Tor : Hannibal Weitzmann (#67)  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,58:26,timeout,,,,,,,,,Auszeit  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,58:17,goalkeeper_change,,,out,,Hannibal Weitzmann,,,,Torhüter aus dem Tor : Hannibal Weitzmann (#67)  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,50:24,penalty,,,,,,Julius Ramoser,2,HOLD,2 Min.  Strafe  gegen Julius Ramoser (#50) wegen HOLD  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,46:50,goal,,White (#97) und Melchiori (#44),,,,,,,Tor von Janik Möser (#24) auf Vorlage von White (#97) und Melchiori (#44) Tor von Janik Möser (#24) auf Vorlage von White (#97) und Melchiori (#44) 3 2,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,43:48,goal,,Bergmann (#10) und Reinke (#5),,,,,,,Tor von Andreas Eder (#43) auf Vorlage von Bergmann (#10) und Reinke (#5) Tor von Andreas Eder (#43) auf Vorlage von Bergmann (#10) und Reinke (#5) 3 1,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,32:29,penalty,,,,,,Markus Vikingstad,2,HOOK,2 Min.  Strafe  gegen Markus Vikingstad (#37) wegen HOOK  ,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,31:58,goal,,Pfohl (#95) und Machacek (#93),,,,,,,Tor von Luis Schinko (#38) auf Vorlage von Pfohl (#95) und Machacek (#93) Tor von Luis Schinko (#38) auf Vorlage von Pfohl (#95) und Machacek (#93) 2 1,
17102025_eisbaeren-berlin_gg_grizzlys-wolfsburg_4013,2025-26,,23:52,goal,,Ronning (#9) und Kirk (#94),,,,,,,Tor von Jonas Müller (#18) auf Vorlage von Ronning (#9) und Kirk (#94) Tor von Jonas Müller (#18) auf Vorlage von Ronning (#9) und Kirk (#94) 2 0,
