title,date,home_team,away_team,score,home_score,away_score,period_scores,meta_line,match_id,url,error
Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-13,Hokejový klub Poprad a.s.,HC Košice s.r.o.,7 : 1,7,1,3:1 | 3:0 | 1:0,"28. kolo, Číslo zápasu",153188,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153188/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-13,"HK Rysy, s.r.o.",Hokejový klub Dukla Ingema Michalovce,5 : 0,5,0,1:0 | 0:0 | 4:0,"28. kolo, Číslo zápasu",153189,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153189/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-14,Presov Hockey a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",0 : 3,0,3,0:1 | 0:0 | 0:2,"28. kolo, Číslo zápasu",153190,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153190/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-17,"VLCI ŽILINA, a.s.",HKM a.s,3 : 0,3,0,2:0 | 0:0 | 1:0,"29. kolo, Číslo zápasu",153191,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153191/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-17,"Hokejový klub DUKLA Trenčín, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 3,2,3,0:0 | 1:1 | 1:2,"29. kolo, Číslo zápasu",153192,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153192/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-17,"HC SLOVAN Bratislava, a.s.","HK Nitra, s.r.o.",2 : 3,2,3,1:1 | 0:1 | 1:1,"29. kolo, Číslo zápasu",153193,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153193/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-17,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Poprad a.s.,3 : 7,3,7,0:0 | 0:5 | 3:2,"29. kolo, Číslo zápasu",153194,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153194/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-17,Hokejový klub Dukla Ingema Michalovce,Presov Hockey a.s.,7 : 0,7,0,1:0 | 3:0 | 3:0,"29. kolo, Číslo zápasu",153195,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153195/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-17,HC Košice s.r.o.,"HK Rysy, s.r.o.",2 : 0,2,0,0:0 | 1:0 | 1:0,"29. kolo, Číslo zápasu",153196,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153196/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-19,HKM a.s,"HK Nitra, s.r.o.",0 : 5,0,5,0:0 | 0:3 | 0:2,"30. kolo, Číslo zápasu",153197,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153197/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-19,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HC SLOVAN Bratislava, a.s.",5 : 0,5,0,2:0 | 3:0 | 0:0,"30. kolo, Číslo zápasu",153198,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153198/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-19,"VLCI ŽILINA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 2,4,2,0:1 | 3:0 | 1:1,"30. kolo, Číslo zápasu",153199,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153199/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-19,Hokejový klub Poprad a.s.,"HK Rysy, s.r.o.",7 : 2,7,2,2:1 | 4:0 | 1:1,"30. kolo, Číslo zápasu",153200,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153200/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-19,Presov Hockey a.s.,HC Košice s.r.o.,2 : 1 pp,2,1,0:0 | 1:1 | 0:0 | 1:0,"30. kolo, Číslo zápasu",153201,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153201/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-19,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 6,2,6,1:3 | 1:1 | 0:2,"30. kolo, Číslo zápasu",153202,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153202/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-21,"Hokejový klub DUKLA Trenčín, a.s.",HKM a.s,3 : 4 pp,3,4,2:2 | 1:1 | 0:0 | 0:1,"31. kolo, Číslo zápasu",153203,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153203/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-21,"VLCI ŽILINA, a.s.","HC SLOVAN Bratislava, a.s.",2 : 6,2,6,0:3 | 0:1 | 2:2,"31. kolo, Číslo zápasu",153204,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153204/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-21,"HK Nitra, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 3 pp,2,3,0:1 | 2:0 | 0:1 | 0:1,"31. kolo, Číslo zápasu",153205,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153205/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-21,Hokejový klub Dukla Ingema Michalovce,Hokejový klub Poprad a.s.,2 : 5,2,5,0:1 | 0:1 | 2:3,"31. kolo, Číslo zápasu",153206,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153206/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-21,HC Košice s.r.o.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 3,4,3,2:2 | 1:1 | 1:0,"31. kolo, Číslo zápasu",153207,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153207/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-21,"HK Rysy, s.r.o.",Presov Hockey a.s.,3 : 0,3,0,1:0 | 2:0 | 0:0,"31. kolo, Číslo zápasu",153208,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153208/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-26,HKM a.s,"HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 5,2,5,1:2 | 1:2 | 0:1,"32. kolo, Číslo zápasu",153209,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153209/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-26,"HK Nitra, s.r.o.","VLCI ŽILINA, a.s.",4 : 1,4,1,1:1 | 0:0 | 3:0,"32. kolo, Číslo zápasu",153210,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153210/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-26,"HC SLOVAN Bratislava, a.s.","Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,0:0 | 1:0 | 1:1,"32. kolo, Číslo zápasu",153211,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153211/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-26,Presov Hockey a.s.,Hokejový klub Poprad a.s.,2 : 5,2,5,1:3 | 1:1 | 0:1,"32. kolo, Číslo zápasu",153212,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153212/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-26,"HK Rysy, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",2 : 4,2,4,1:1 | 0:0 | 1:3,"32. kolo, Číslo zápasu",153213,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153213/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-26,HC Košice s.r.o.,Hokejový klub Dukla Ingema Michalovce,1 : 0,1,0,0:0 | 1:0 | 0:0,"32. kolo, Číslo zápasu",153214,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153214/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-28,"HC SLOVAN Bratislava, a.s.",HKM a.s,6 : 2,6,2,2:0 | 1:2 | 3:0,"33. kolo, Číslo zápasu",153215,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153215/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-28,"Hokejový klub DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",3 : 2 pp,3,2,1:0 | 1:1 | 0:1 | 1:0,"33. kolo, Číslo zápasu",153216,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153216/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-28,"HC ‘05 BANSKÁ BYSTRICA, a.s.","VLCI ŽILINA, a.s.",3 : 2,3,2,0:0 | 2:2 | 1:0,"33. kolo, Číslo zápasu",153217,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153217/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-28,HC Košice s.r.o.,Hokejový klub Poprad a.s.,2 : 0,2,0,2:0 | 0:0 | 0:0,"33. kolo, Číslo zápasu",153218,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153218/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-28,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",4 : 2,4,2,1:1 | 2:0 | 1:1,"33. kolo, Číslo zápasu",153219,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153219/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-28,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Presov Hockey a.s.,5 : 2,5,2,1:0 | 2:2 | 2:0,"33. kolo, Číslo zápasu",153220,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153220/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-30,HKM a.s,"VLCI ŽILINA, a.s.",3 : 4,3,4,2:1 | 0:2 | 1:1,"34. kolo, Číslo zápasu",153221,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153221/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-30,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 3 pp,4,3,1:2 | 0:1 | 2:0 | 1:0,"34. kolo, Číslo zápasu",153222,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153222/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-30,"HK Nitra, s.r.o.","HC SLOVAN Bratislava, a.s.",5 : 4 sn,5,4,0:1 | 4:0 | 0:3 | 0:0,"34. kolo, Číslo zápasu",153223,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153223/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-30,Hokejový klub Poprad a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",2 : 1 pp,2,1,0:0 | 1:1 | 0:0 | 1:0,"34. kolo, Číslo zápasu",153224,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153224/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2025-12-30,Presov Hockey a.s.,Hokejový klub Dukla Ingema Michalovce,4 : 3,4,3,2:1 | 1:1 | 1:1,"34. kolo, Číslo zápasu",153225,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153225/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2025-12-30,"HK Rysy, s.r.o.",HC Košice s.r.o.,2 : 1 pp,2,1,0:0 | 0:1 | 1:0 | 1:0,"34. kolo, Číslo zápasu",153226,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153226/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-11,"HK Rysy, s.r.o.",Hokejový klub Dukla Ingema Michalovce,1 : 2,1,2,1:0 | 0:2 | 0:0,"1. kolo, Číslo zápasu",153227,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153227/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-11,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,2 : 1 pp,2,1,0:0 | 1:1 | 0:0 | 1:0,"1. kolo, Číslo zápasu",153228,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153228/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-12,"HK Rysy, s.r.o.",Hokejový klub Dukla Ingema Michalovce,5 : 0,5,0,1:0 | 0:0 | 4:0,"2. kolo, Číslo zápasu",153229,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153229/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-12,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,5 : 0,5,0,2:0 | 1:0 | 2:0,"2. kolo, Číslo zápasu",153230,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153230/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-14,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",3 : 2,3,2,2:0 | 1:1 | 0:1,"3. kolo, Číslo zápasu",153231,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153231/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-14,HKM a.s,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 1,5,1,1:0 | 1:1 | 3:0,"3. kolo, Číslo zápasu",153232,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153232/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-15,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",7 : 1,7,1,1:0 | 4:1 | 2:0,"4. kolo, Číslo zápasu",153233,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153233/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-15,HKM a.s,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",0 : 3,0,3,0:1 | 0:1 | 0:1,"4. kolo, Číslo zápasu",153234,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153234/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-18,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 2 pp,3,2,0:1 | 0:0 | 2:1 | 1:0,"1. kolo, Číslo zápasu",153237,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153237/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-18,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,3 : 0,3,0,0:0 | 0:0 | 3:0,"1. kolo, Číslo zápasu",153238,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153238/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-20,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,4 : 3 pp,4,3,0:0 | 3:2 | 0:1 | 1:0,"1. kolo, Číslo zápasu",153239,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153239/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-20,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 0,3,0,1:0 | 0:0 | 2:0,"1. kolo, Číslo zápasu",153240,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153240/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-19,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 4 pp,3,4,1:1 | 2:0 | 0:2 | 0:1,"2. kolo, Číslo zápasu",153241,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153241/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-19,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,4 : 1,4,1,1:1 | 2:0 | 1:0,"2. kolo, Číslo zápasu",153242,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153242/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-21,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,2 : 3 pp,2,3,0:0 | 1:1 | 1:1 | 0:1,"2. kolo, Číslo zápasu",153243,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153243/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-21,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,0:1 | 1:0 | 2:1,"2. kolo, Číslo zápasu",153244,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153244/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-22,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,4 : 3 pp,4,3,0:0 | 1:3 | 2:0 | 1:0,"3. kolo, Číslo zápasu",153245,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153245/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-22,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",4 : 3,4,3,0:2 | 2:1 | 2:0,"3. kolo, Číslo zápasu",153246,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153246/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-24,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",4 : 2,4,2,0:0 | 1:0 | 3:2,"3. kolo, Číslo zápasu",153247,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153247/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-24,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC SLOVAN Bratislava, a.s.",1 : 2,1,2,0:1 | 0:0 | 1:1,"3. kolo, Číslo zápasu",153248,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153248/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-23,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,3 : 2 sn,3,2,1:2 | 0:0 | 1:0 | 0:0,"4. kolo, Číslo zápasu",153249,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153249/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-23,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",2 : 1 pp,2,1,0:0 | 1:1 | 0:0 | 1:0,"4. kolo, Číslo zápasu",153250,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153250/PlayByPlay,
