title,date,home_team,away_team,score,home_score,away_score,period_scores,meta_line,match_id,url,error
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-30,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Poprad a.s.,3 : 5,3,5,0:1 | 1:1 | 2:3,"43. kolo, Číslo zápasu",153358,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153358/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-30,Hokejový klub Dukla Ingema Michalovce,"HC SLOVAN Bratislava, a.s.",6 : 1,6,1,1:0 | 3:1 | 2:0,"43. kolo, Číslo zápasu",153359,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153359/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-30,HC Košice s.r.o.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,1:0 | 1:1 | 0:0,"43. kolo, Číslo zápasu",153360,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153360/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-30,"HK Rysy, s.r.o.","VLCI ŽILINA, a.s.",2 : 1 pp,2,1,0:1 | 0:0 | 1:0 | 1:0,"43. kolo, Číslo zápasu",153361,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153361/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-30,"HK Nitra, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 1,3,1,1:0 | 2:0 | 0:1,"43. kolo, Číslo zápasu",153362,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153362/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-30,HKM a.s,Presov Hockey a.s.,5 : 1,5,1,2:0 | 3:0 | 0:1,"43. kolo, Číslo zápasu",153363,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153363/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-01,Hokejový klub Poprad a.s.,Presov Hockey a.s.,5 : 2,5,2,2:0 | 3:2 | 0:0,"44. kolo, Číslo zápasu",153364,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153364/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-01,HKM a.s,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 7,3,7,1:4 | 2:0 | 0:3,"44. kolo, Číslo zápasu",153365,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153365/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-01,"HK Nitra, s.r.o.","VLCI ŽILINA, a.s.",2 : 0,2,0,0:0 | 1:0 | 1:0,"44. kolo, Číslo zápasu",153366,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153366/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-01,"HK Rysy, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",3 : 2 pp,3,2,0:0 | 2:1 | 0:1 | 1:0,"44. kolo, Číslo zápasu",153367,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153367/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-01,HC Košice s.r.o.,"HC SLOVAN Bratislava, a.s.",3 : 1,3,1,0:1 | 2:0 | 1:0,"44. kolo, Číslo zápasu",153368,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153368/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-01,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 7,5,7,1:4 | 2:1 | 2:2,"44. kolo, Číslo zápasu",153369,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153369/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-06,Hokejový klub Poprad a.s.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",5 : 2,5,2,1:1 | 2:1 | 2:0,"45. kolo, Číslo zápasu",153370,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153370/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-06,Presov Hockey a.s.,"VLCI ŽILINA, a.s.",2 : 5,2,5,1:0 | 0:2 | 1:3,"45. kolo, Číslo zápasu",153371,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153371/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-06,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",7 : 3,7,3,5:1 | 0:0 | 2:2,"45. kolo, Číslo zápasu",153372,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153372/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-06,"HC SLOVAN Bratislava, a.s.","HK Nitra, s.r.o.",1 : 4,1,4,0:0 | 0:1 | 1:3,"45. kolo, Číslo zápasu",153373,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153373/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-06,"HK Rysy, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 1,4,1,1:0 | 2:0 | 1:1,"45. kolo, Číslo zápasu",153374,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153374/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-06,HC Košice s.r.o.,Hokejový klub Dukla Ingema Michalovce,5 : 0,5,0,1:0 | 1:0 | 3:0,"45. kolo, Číslo zápasu",153375,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153375/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-07,Hokejový klub Dukla Ingema Michalovce,Hokejový klub Poprad a.s.,4 : 1,4,1,1:1 | 2:0 | 1:0,"46. kolo, Číslo zápasu",153376,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153376/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-07,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,3 : 1,3,1,0:0 | 2:1 | 1:0,"46. kolo, Číslo zápasu",153377,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153377/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-07,"HC SLOVAN Bratislava, a.s.","HK Rysy, s.r.o.",1 : 2,1,2,0:0 | 0:0 | 1:2,"46. kolo, Číslo zápasu",153378,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153378/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-07,"Hokejový klub DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",2 : 3,2,3,0:1 | 0:0 | 2:2,"46. kolo, Číslo zápasu",153379,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153379/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-08,"VLCI ŽILINA, a.s.",HKM a.s,4 : 2,4,2,1:0 | 1:2 | 2:0,"46. kolo, Číslo zápasu",153380,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153380/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-07,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Presov Hockey a.s.,4 : 1,4,1,1:0 | 2:0 | 1:1,"46. kolo, Číslo zápasu",153381,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153381/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-13,HC Košice s.r.o.,Hokejový klub Poprad a.s.,3 : 1,3,1,1:0 | 1:0 | 1:1,"47. kolo, Číslo zápasu",153382,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153382/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-13,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",2 : 3,2,3,0:1 | 2:1 | 0:1,"47. kolo, Číslo zápasu",153383,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153383/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-13,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HK Nitra, s.r.o.",0 : 3,0,3,0:1 | 0:0 | 0:2,"47. kolo, Číslo zápasu",153384,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153384/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-13,"HC SLOVAN Bratislava, a.s.",HKM a.s,4 : 3,4,3,1:0 | 1:1 | 2:2,"47. kolo, Číslo zápasu",153385,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153385/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-13,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,3 : 1,3,1,0:0 | 2:1 | 1:0,"47. kolo, Číslo zápasu",153386,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153386/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-13,"VLCI ŽILINA, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",5 : 1,5,1,1:0 | 0:1 | 4:0,"47. kolo, Číslo zápasu",153387,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153387/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-15,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",4 : 1,4,1,2:0 | 1:1 | 1:0,"48. kolo, Číslo zápasu",153388,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153388/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-15,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 1,4,1,1:0 | 1:1 | 2:0,"48. kolo, Číslo zápasu",153389,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153389/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-15,Presov Hockey a.s.,"HC SLOVAN Bratislava, a.s.",1 : 2 pp,1,2,1:0 | 0:1 | 0:0 | 0:1,"48. kolo, Číslo zápasu",153390,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153390/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-15,HKM a.s,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 6,4,6,1:3 | 2:2 | 1:1,"48. kolo, Číslo zápasu",153391,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153391/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-20,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,5 : 1,5,1,2:0 | 2:0 | 1:1,"48. kolo, Číslo zápasu",153392,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153392/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-15,"HK Rysy, s.r.o.",HC Košice s.r.o.,6 : 2,6,2,1:0 | 3:2 | 2:0,"48. kolo, Číslo zápasu",153393,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153393/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-20,"HK Rysy, s.r.o.",Hokejový klub Poprad a.s.,3 : 4 pp,3,4,2:0 | 1:2 | 0:1 | 0:1,"49. kolo, Číslo zápasu",153394,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153394/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-20,HC Košice s.r.o.,"HK Nitra, s.r.o.",2 : 4,2,4,1:2 | 0:1 | 1:1,"49. kolo, Číslo zápasu",153395,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153395/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-20,Hokejový klub Dukla Ingema Michalovce,HKM a.s,4 : 3,4,3,1:2 | 2:1 | 1:0,"49. kolo, Číslo zápasu",153396,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153396/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-20,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Presov Hockey a.s.,6 : 0,6,0,2:0 | 2:0 | 2:0,"49. kolo, Číslo zápasu",153397,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153397/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-20,"HC SLOVAN Bratislava, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",6 : 3,6,3,1:0 | 1:3 | 4:0,"49. kolo, Číslo zápasu",153398,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153398/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-20,"Hokejový klub DUKLA Trenčín, a.s.","VLCI ŽILINA, a.s.",1 : 5,1,5,0:2 | 0:1 | 1:2,"49. kolo, Číslo zápasu",153399,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153399/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-22,Hokejový klub Poprad a.s.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1 pp,2,1,1:0 | 0:0 | 0:1 | 1:0,"50. kolo, Číslo zápasu",153400,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153400/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-22,"VLCI ŽILINA, a.s.","HC SLOVAN Bratislava, a.s.",3 : 2 pp,3,2,1:0 | 0:1 | 1:1 | 1:0,"50. kolo, Číslo zápasu",153401,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153401/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-22,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,1:0 | 0:1 | 2:1,"50. kolo, Číslo zápasu",153402,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153402/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-22,Presov Hockey a.s.,Hokejový klub Dukla Ingema Michalovce,2 : 7,2,7,2:2 | 0:0 | 0:5,"50. kolo, Číslo zápasu",153403,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153403/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-22,HKM a.s,HC Košice s.r.o.,4 : 3 pp,4,3,1:0 | 1:1 | 1:2 | 1:0,"50. kolo, Číslo zápasu",153404,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153404/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-22,"HK Nitra, s.r.o.","HK Rysy, s.r.o.",5 : 3,5,3,2:2 | 3:0 | 0:1,"50. kolo, Číslo zápasu",153405,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153405/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-27,"HK Nitra, s.r.o.",Hokejový klub Poprad a.s.,3 : 2 sn,3,2,0:1 | 1:1 | 1:0 | 0:0,"51. kolo, Číslo zápasu",153406,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153406/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-27,"HK Rysy, s.r.o.",HKM a.s,2 : 4,2,4,1:1 | 0:2 | 1:1,"51. kolo, Číslo zápasu",153407,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153407/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-02-27,Presov Hockey a.s.,HC Košice s.r.o.,1 : 5,1,5,1:1 | 0:3 | 0:1,"51. kolo, Číslo zápasu",153408,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153408/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-27,Hokejový klub Dukla Ingema Michalovce,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 2,3,2,1:0 | 1:1 | 1:1,"51. kolo, Číslo zápasu",153409,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153409/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-27,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","VLCI ŽILINA, a.s.",2 : 0,2,0,0:0 | 1:0 | 1:0,"51. kolo, Číslo zápasu",153410,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153410/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-27,"HC SLOVAN Bratislava, a.s.","Hokejový klub DUKLA Trenčín, a.s.",1 : 3,1,3,0:2 | 1:0 | 0:1,"51. kolo, Číslo zápasu",153411,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153411/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,"HC SLOVAN Bratislava, a.s.",Hokejový klub Poprad a.s.,2 : 3 sn,2,3,0:0 | 1:1 | 1:1 | 0:0,"52. kolo, Číslo zápasu",153412,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153412/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 2,4,2,1:2 | 2:0 | 1:0,"52. kolo, Číslo zápasu",153413,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153413/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,"VLCI ŽILINA, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 1 pp,2,1,1:0 | 0:1 | 0:0 | 1:0,"52. kolo, Číslo zápasu",153414,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153414/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,0 : 2,0,2,0:2 | 0:0 | 0:0,"52. kolo, Číslo zápasu",153415,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153415/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,Presov Hockey a.s.,"HK Rysy, s.r.o.",0 : 4,0,4,0:1 | 0:2 | 0:1,"52. kolo, Číslo zápasu",153416,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153416/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-01,HKM a.s,"HK Nitra, s.r.o.",5 : 4 pp,5,4,1:0 | 1:3 | 2:1 | 1:0,"52. kolo, Číslo zápasu",153417,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153417/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-03-06,HKM a.s,Hokejový klub Poprad a.s.,3 : 4 pp,3,4,0:0 | 3:0 | 0:3 | 0:1,"53. kolo, Číslo zápasu",153418,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153418/PlayByPlay,
