match_id,date,round,venue,attendance,home_team,away_team,score,home_goals,away_goals,periods,goal_count,penalty_count,goalie_change_count,unclassified_event_count,url,error
153017,,,,,Presov Hockey a.s.,Hokejový klub Poprad a.s.,4 : 3,4,3,0:2 | 2:1 | 2:0,8,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153017/Overview,
153018,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HKM a.s,5 : 1,5,1,2:0 | 1:1 | 2:0,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153018/Overview,
153019,,,,,"VLCI ŽILINA, a.s.","HK Nitra, s.r.o.",3 : 0,3,0,0:0 | 2:0 | 1:0,3,14,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153019/Overview,
153020,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Rysy, s.r.o.",4 : 3,4,3,0:1 | 4:2 | 0:0,7,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153020/Overview,
153021,,,,,"HC SLOVAN Bratislava, a.s.",HC Košice s.r.o.,2 : 4,2,4,0:1 | 1:1 | 1:2,6,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153021/Overview,
153022,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Dukla Ingema Michalovce,4 : 1,4,1,2:0 | 0:1 | 2:0,5,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153022/Overview,
153023,,,,,Hokejový klub Poprad a.s.,Hokejový klub Dukla Ingema Michalovce,5 : 4,5,4,2:1 | 1:3 | 2:0,10,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153023/Overview,
153024,,,,,HC Košice s.r.o.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 4 sn,3,4,0:1 | 0:0 | 3:2 | 0:0,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153024/Overview,
153025,,,,,"HK Rysy, s.r.o.","HC SLOVAN Bratislava, a.s.",1 : 3,1,3,0:2 | 0:1 | 1:0,4,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153025/Overview,
153026,,,,,"HK Nitra, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",2 : 3 sn,2,3,0:1 | 1:1 | 1:0 | 0:0,5,14,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153026/Overview,
153027,,,,,HKM a.s,"VLCI ŽILINA, a.s.",1 : 4,1,4,0:2 | 0:0 | 1:2,5,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153027/Overview,
153028,,,,,Presov Hockey a.s.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",0 : 6,0,6,0:0 | 0:4 | 0:2,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153028/Overview,
153029,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Poprad a.s.,3 : 2,3,2,0:0 | 3:2 | 0:0,5,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153029/Overview,
153030,,,,,"VLCI ŽILINA, a.s.",Presov Hockey a.s.,4 : 1,4,1,1:0 | 1:1 | 2:0,5,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153030/Overview,
153031,,,,,"Hokejový klub DUKLA Trenčín, a.s.",HKM a.s,4 : 3 pp,4,3,2:1 | 1:1 | 0:1 | 1:0,7,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153031/Overview,
153032,,,,,"HC SLOVAN Bratislava, a.s.","HK Nitra, s.r.o.",3 : 4 pp,3,4,0:3 | 1:0 | 2:0 | 0:1,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153032/Overview,
153033,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HK Rysy, s.r.o.",4 : 5 sn,4,5,0:3 | 3:0 | 1:1 | 0:0,9,16,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153033/Overview,
153034,,,,,Hokejový klub Dukla Ingema Michalovce,HC Košice s.r.o.,3 : 2 pp,3,2,1:0 | 0:1 | 1:1 | 1:0,5,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153034/Overview,
153035,,,,,Hokejový klub Poprad a.s.,HC Košice s.r.o.,2 : 5,2,5,1:1 | 0:4 | 1:0,8,13,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153035/Overview,
153036,,,,,"HK Rysy, s.r.o.",Hokejový klub Dukla Ingema Michalovce,2 : 1,2,1,0:1 | 2:0 | 0:0,3,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153036/Overview,
153037,,,,,"HK Nitra, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 2,5,2,2:0 | 1:0 | 2:2,7,6,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153037/Overview,
153038,,,,,HKM a.s,"HC SLOVAN Bratislava, a.s.",3 : 5,3,5,1:0 | 1:3 | 1:2,8,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153038/Overview,
153039,,,,,Presov Hockey a.s.,"Hokejový klub DUKLA Trenčín, a.s.",1 : 3,1,3,0:2 | 1:0 | 0:1,4,4,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153039/Overview,
153040,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","VLCI ŽILINA, a.s.",2 : 1 pp,2,1,0:0 | 0:0 | 1:1 | 1:0,3,13,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153040/Overview,
153041,,,,,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,4 : 3,4,3,1:0 | 0:3 | 3:0,7,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153041/Overview,
153042,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 4,3,4,1:1 | 2:0 | 0:3,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153042/Overview,
153043,,,,,"HC SLOVAN Bratislava, a.s.",Presov Hockey a.s.,4 : 0,4,0,2:0 | 1:0 | 1:0,4,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153043/Overview,
153044,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,2 : 5,2,5,0:1 | 1:2 | 1:2,7,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153044/Overview,
153045,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",4 : 5,4,5,0:1 | 3:3 | 1:1,9,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153045/Overview,
153046,,,,,HC Košice s.r.o.,"HK Rysy, s.r.o.",5 : 1,5,1,2:1 | 2:0 | 1:0,7,8,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153046/Overview,
153047,,,,,Hokejový klub Poprad a.s.,"HK Rysy, s.r.o.",1 : 2,1,2,1:0 | 0:0 | 0:2,3,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153047/Overview,
153048,,,,,"HK Nitra, s.r.o.",HC Košice s.r.o.,4 : 3,4,3,2:0 | 1:1 | 1:2,7,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153048/Overview,
153049,,,,,HKM a.s,Hokejový klub Dukla Ingema Michalovce,7 : 2,7,2,2:0 | 1:1 | 4:1,9,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153049/Overview,
153050,,,,,Presov Hockey a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 4,3,4,2:1 | 0:2 | 1:1,9,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153050/Overview,
153051,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HC SLOVAN Bratislava, a.s.",4 : 5 pp,4,5,3:1 | 1:3 | 0:0 | 0:1,10,10,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153051/Overview,
153052,,,,,"VLCI ŽILINA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 0,4,0,3:0 | 0:0 | 1:0,4,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153052/Overview,
153053,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Poprad a.s.,3 : 0,3,0,1:0 | 2:0 | 0:0,3,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153053/Overview,
153054,,,,,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",5 : 1,5,1,2:0 | 2:1 | 1:0,7,24,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153054/Overview,
153055,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 3,4,3,1:1 | 2:1 | 1:1,7,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153055/Overview,
153056,,,,,Hokejový klub Dukla Ingema Michalovce,Presov Hockey a.s.,2 : 5,2,5,1:2 | 0:2 | 1:1,8,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153056/Overview,
153057,,,,,HC Košice s.r.o.,HKM a.s,1 : 2 pp,1,2,0:0 | 1:1 | 0:0 | 0:1,3,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153057/Overview,
153058,,,,,"HK Rysy, s.r.o.","HK Nitra, s.r.o.",1 : 2,1,2,0:1 | 1:1 | 0:0,3,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153058/Overview,
153059,,,,,Hokejový klub Poprad a.s.,"HK Nitra, s.r.o.",2 : 3,2,3,0:2 | 0:1 | 2:0,5,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153059/Overview,
153060,,,,,HKM a.s,"HK Rysy, s.r.o.",2 : 3,2,3,1:1 | 1:0 | 0:2,5,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153060/Overview,
153061,,,,,Presov Hockey a.s.,HC Košice s.r.o.,0 : 6,0,6,0:1 | 0:2 | 0:3,6,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153061/Overview,
153062,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Dukla Ingema Michalovce,3 : 4,3,4,0:3 | 1:1 | 2:0,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153062/Overview,
153063,,,,,"VLCI ŽILINA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",1 : 3,1,3,1:1 | 0:0 | 0:2,4,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153063/Overview,
153064,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HC SLOVAN Bratislava, a.s.",2 : 3 pp,2,3,2:0 | 0:1 | 0:1 | 0:1,5,4,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153064/Overview,
153065,,,,,"HC SLOVAN Bratislava, a.s.",Hokejový klub Poprad a.s.,6 : 5 pp,6,5,2:3 | 3:0 | 0:2 | 1:0,11,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153065/Overview,
153066,,,,,"Hokejový klub DUKLA Trenčín, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",1 : 2 pp,1,2,0:0 | 1:1 | 0:0 | 0:1,3,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153066/Overview,
153067,,,,,Hokejový klub Dukla Ingema Michalovce,"VLCI ŽILINA, a.s.",1 : 2,1,2,1:1 | 0:0 | 0:1,6,4,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153067/Overview,
153068,,,,,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 3,2,3,0:1 | 1:1 | 1:1,5,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153068/Overview,
153069,,,,,"HK Rysy, s.r.o.",Presov Hockey a.s.,2 : 1,2,1,1:1 | 0:0 | 1:0,3,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153069/Overview,
153070,,,,,"HK Nitra, s.r.o.",HKM a.s,3 : 2,3,2,1:1 | 2:1 | 0:0,5,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153070/Overview,
153071,,,,,Hokejový klub Poprad a.s.,HKM a.s,1 : 6,1,6,0:3 | 1:1 | 0:2,8,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153071/Overview,
153072,,,,,Presov Hockey a.s.,"HK Nitra, s.r.o.",0 : 4,0,4,0:2 | 0:0 | 0:2,4,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153072/Overview,
153073,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Rysy, s.r.o.",5 : 2,5,2,1:0 | 0:1 | 4:1,8,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153073/Overview,
153074,,,,,"VLCI ŽILINA, a.s.",HC Košice s.r.o.,5 : 2,5,2,1:0 | 2:1 | 2:1,8,4,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153074/Overview,
153075,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 3 pp,2,3,1:0 | 1:1 | 0:1 | 0:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153075/Overview,
153076,,,,,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",6 : 5 sn,6,5,1:2 | 0:1 | 4:2 | 0:0,11,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153076/Overview,
153077,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Poprad a.s.,3 : 2 pp,3,2,1:1 | 0:1 | 1:0 | 1:0,5,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153077/Overview,
153078,,,,,Hokejový klub Dukla Ingema Michalovce,"HC SLOVAN Bratislava, a.s.",2 : 3,2,3,1:0 | 0:1 | 1:2,5,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153078/Overview,
153079,,,,,HC Košice s.r.o.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,1:0 | 1:0 | 0:1,3,4,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153079/Overview,
153080,,,,,"HK Rysy, s.r.o.","VLCI ŽILINA, a.s.",1 : 5,1,5,0:2 | 1:1 | 0:2,6,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153080/Overview,
153081,,,,,"HK Nitra, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 1,4,1,2:1 | 0:0 | 2:0,5,11,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153081/Overview,
153082,,,,,HKM a.s,Presov Hockey a.s.,5 : 0,5,0,1:0 | 3:0 | 1:0,5,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153082/Overview,
153083,,,,,Hokejový klub Poprad a.s.,Presov Hockey a.s.,7 : 2,7,2,3:2 | 2:0 | 2:0,10,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153083/Overview,
153084,,,,,HKM a.s,"HC ‘05 BANSKÁ BYSTRICA, a.s.",1 : 6,1,6,0:3 | 1:1 | 0:2,8,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153084/Overview,
153085,,,,,"HK Nitra, s.r.o.","VLCI ŽILINA, a.s.",1 : 3,1,3,0:2 | 1:1 | 0:0,4,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153085/Overview,
153086,,,,,"HK Rysy, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,0:0 | 1:0 | 1:1,3,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153086/Overview,
153087,,,,,HC Košice s.r.o.,"HC SLOVAN Bratislava, a.s.",1 : 2 sn,1,2,0:0 | 1:1 | 0:0 | 0:0,3,10,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153087/Overview,
153088,,,,,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,0:0 | 0:1 | 3:1,5,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153088/Overview,
153089,,,,,Hokejový klub Dukla Ingema Michalovce,Hokejový klub Poprad a.s.,2 : 3 pp,2,3,1:2 | 1:0 | 0:0 | 0:1,5,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153089/Overview,
153090,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,0 : 5,0,5,0:3 | 0:1 | 0:1,6,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153090/Overview,
153091,,,,,"HC SLOVAN Bratislava, a.s.","HK Rysy, s.r.o.",6 : 4,6,4,3:1 | 1:2 | 2:1,11,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153091/Overview,
153092,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",1 : 4,1,4,0:3 | 0:0 | 1:1,5,8,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153092/Overview,
153093,,,,,"VLCI ŽILINA, a.s.",HKM a.s,6 : 5 pp,6,5,1:2 | 4:0 | 0:3 | 1:0,12,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153093/Overview,
153094,,,,,Presov Hockey a.s.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 1,4,1,1:1 | 1:0 | 2:0,5,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153094/Overview,
153095,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Poprad a.s.,3 : 0,3,0,2:0 | 1:0 | 0:0,3,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153095/Overview,
153096,,,,,Presov Hockey a.s.,"VLCI ŽILINA, a.s.",4 : 7,4,7,0:0 | 2:5 | 2:2,12,12,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153096/Overview,
153097,,,,,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",3 : 2 sn,3,2,0:1 | 1:0 | 1:1 | 0:0,5,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153097/Overview,
153098,,,,,"HK Nitra, s.r.o.","HC SLOVAN Bratislava, a.s.",5 : 4 sn,5,4,0:1 | 2:0 | 2:3 | 0:0,9,16,12,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153098/Overview,
153099,,,,,"HK Rysy, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",2 : 5,2,5,1:1 | 1:3 | 0:1,8,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153099/Overview,
153100,,,,,HC Košice s.r.o.,Hokejový klub Dukla Ingema Michalovce,6 : 2,6,2,3:0 | 1:1 | 2:1,9,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153100/Overview,
153101,,,,,HC Košice s.r.o.,Hokejový klub Poprad a.s.,6 : 3,6,3,2:2 | 1:0 | 3:1,9,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153101/Overview,
153102,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Rysy, s.r.o.",4 : 3,4,3,2:2 | 1:1 | 1:0,7,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153102/Overview,
153103,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HK Nitra, s.r.o.",2 : 5,2,5,0:1 | 1:4 | 1:0,8,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153103/Overview,
153104,,,,,"HC SLOVAN Bratislava, a.s.",HKM a.s,4 : 3 pp,4,3,0:0 | 2:2 | 1:1 | 1:0,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153104/Overview,
153105,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,3 : 1,3,1,2:0 | 1:1 | 0:0,4,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153105/Overview,
153106,,,,,"VLCI ŽILINA, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 3 pp,4,3,1:1 | 0:0 | 2:2 | 1:0,7,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153106/Overview,
153107,,,,,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",5 : 2,5,2,1:1 | 1:0 | 3:1,8,12,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153107/Overview,
153108,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",4 : 0,4,0,0:0 | 3:0 | 1:0,4,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153108/Overview,
153109,,,,,"HC SLOVAN Bratislava, a.s.",Presov Hockey a.s.,5 : 3,5,3,0:0 | 3:0 | 2:3,8,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153109/Overview,
153110,,,,,HKM a.s,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,1:0 | 1:0 | 1:2,5,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153110/Overview,
153111,,,,,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,2 : 5,2,5,1:2 | 1:1 | 0:2,7,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153111/Overview,
153112,,,,,"HK Rysy, s.r.o.",HC Košice s.r.o.,1 : 2 sn,1,2,1:1 | 0:0 | 0:0 | 0:0,3,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153112/Overview,
153113,,,,,"HK Rysy, s.r.o.",Hokejový klub Poprad a.s.,4 : 2,4,2,0:2 | 2:0 | 2:0,6,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153113/Overview,
153114,,,,,HC Košice s.r.o.,"HK Nitra, s.r.o.",0 : 5,0,5,0:2 | 0:2 | 0:1,5,15,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153114/Overview,
153115,,,,,Hokejový klub Dukla Ingema Michalovce,HKM a.s,1 : 5,1,5,0:1 | 1:2 | 0:2,6,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153115/Overview,
153116,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Presov Hockey a.s.,5 : 6 pp,5,6,2:1 | 2:1 | 1:3 | 0:1,11,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153116/Overview,
153117,,,,,"HC SLOVAN Bratislava, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 3,4,3,1:0 | 1:1 | 2:2,7,3,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153117/Overview,
153118,,,,,"Hokejový klub DUKLA Trenčín, a.s.","VLCI ŽILINA, a.s.",4 : 5,4,5,0:2 | 2:2 | 2:1,9,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153118/Overview,
153119,,,,,Hokejový klub Poprad a.s.,"Hokejový klub DUKLA Trenčín, a.s.",4 : 0,4,0,0:0 | 2:0 | 2:0,4,6,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153119/Overview,
153120,,,,,"VLCI ŽILINA, a.s.","HC SLOVAN Bratislava, a.s.",1 : 3,1,3,0:0 | 0:0 | 1:3,4,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153120/Overview,
153121,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 4 sn,5,4,3:2 | 0:1 | 1:1 | 0:0,9,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153121/Overview,
153122,,,,,Presov Hockey a.s.,Hokejový klub Dukla Ingema Michalovce,4 : 3,4,3,0:2 | 0:1 | 4:0,7,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153122/Overview,
153123,,,,,HKM a.s,HC Košice s.r.o.,4 : 3 sn,4,3,0:0 | 1:2 | 2:1 | 0:0,7,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153123/Overview,
153124,,,,,"HK Nitra, s.r.o.","HK Rysy, s.r.o.",4 : 2,4,2,0:1 | 2:1 | 2:0,6,13,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153124/Overview,
153125,,,,,"HK Nitra, s.r.o.",Hokejový klub Poprad a.s.,0 : 1,0,1,0:1 | 0:0 | 0:0,1,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153125/Overview,
153126,,,,,"HK Rysy, s.r.o.",HKM a.s,2 : 1,2,1,2:0 | 0:0 | 0:1,3,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153126/Overview,
153127,,,,,HC Košice s.r.o.,Presov Hockey a.s.,6 : 1,6,1,2:0 | 2:0 | 2:1,7,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153127/Overview,
