game_id,date,home_team,away_team,score,away_abbr,away_faceoffs,away_hits,away_pim,away_score,away_shots,home_abbr,home_faceoffs,home_hits,home_pim,home_score,home_shots,is_overtime,is_shootout,period_scores
2927803,2026-03-23,HC Kometa Brno,HC Dynamo Pardubice,0:1,PCE,32,3,8,1,31,KOM,18,7,6,0,21,0,0,"0:0, 0:0, 0:1"
2927804,2026-03-23,HC Sparta Praha,HC Škoda Plzeň,1:2,PLZ,21,7,6,2,31,SPA,32,6,4,1,35,0,0,"0:0, 0:0, 1:2"
2927805,2026-03-24,HC Energie Karlovy Vary,Bílí Tygři Liberec,0:3,LIB,22,3,4,3,38,KVA,34,8,2,0,21,0,0,"0:0, 0:2, 0:1"
2927806,2026-03-24,HC Oceláři Třinec,Mountfield HK,2:3,MHK,33,4,40,3,32,TRI,25,7,36,2,28,0,0,"1:1, 0:1, 1:1"
2927808,2026-03-25,HC Oceláři Třinec,Mountfield HK,4:2,MHK,35,7,8,2,23,TRI,34,3,2,4,33,0,0,"0:1, 2:1, 2:0"
2927807,2026-03-25,HC Energie Karlovy Vary,Bílí Tygři Liberec,1:4,LIB,32,4,10,4,39,KVA,39,5,6,1,25,0,0,"0:2, 1:1, 0:1"
2927810,2026-03-26,HC Škoda Plzeň,HC Sparta Praha,1:4,SPA,39,7,18,4,28,PLZ,26,7,20,1,24,0,0,"1:1, 0:2, 0:1"
2927811,2026-03-27,Bílí Tygři Liberec,HC Energie Karlovy Vary,3:1,KVA,29,9,6,1,28,LIB,29,6,6,3,20,0,0,"1:0, 0:1, 2:0"
2927812,2026-03-27,Mountfield HK,HC Oceláři Třinec,2:3,TRI,38,3,12,3,36,MHK,39,7,24,2,37,0,0,"0:2, 0:0, 2:0 - 0:1"
2927814,2026-03-28,HC Sparta Praha,HC Škoda Plzeň,4:2,PLZ,29,7,6,2,32,SPA,28,5,4,4,26,0,0,"2:0, 1:0, 1:2"
2927815,2026-03-29,HC Energie Karlovy Vary,Bílí Tygři Liberec,4:0,LIB,32,8,8,0,28,KVA,28,6,10,4,26,0,0,"1:0, 0:0, 3:0"
2927818,2026-03-30,HC Škoda Plzeň,HC Sparta Praha,0:1,SPA,24,5,6,1,14,PLZ,35,7,4,0,28,0,0,"0:0, 0:1, 0:0"
