game_id,season_year,team,period,game_time_s,event_id,is_bench,minutes,penalized_id,penalized_name,penalty_code,penalty_type,served_by_id,served_by_name
262,2024,Kärpät,2,1934,242,False,2,21976197,,VKV,Väkivaltaisuus,,
262,2024,JYP,2,1934,243,False,2,33209030,,VKV,Väkivaltaisuus,,
262,2024,JYP,2,2260,281,False,2,33209030,,KII,Kiinnipitäminen,,
262,2024,JYP,3,2534,318,False,2,,,JR,Liian monta pelaajaa jäällä,,
262,2024,JYP,3,2772,349,False,2,23557763,,EST,Estäminen,,
360,2024,HPK,1,1112,131,False,2,33133083,,KOU,Koukkaaminen,,
360,2024,HIFK,2,2026,248,False,2,29022140,,VKV,Väkivaltaisuus,,
362,2024,KalPa,2,1470,179,False,2,21403877,,KII,Kiinnipitäminen,,
362,2024,KalPa,2,1841,230,False,2,24779032,,KAM,Kampitus,,
362,2024,Ässät,2,2219,278,False,2,60311767,,KII,Kiinnipitäminen,,
362,2024,Ässät,2,2337,298,False,20,60705422,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
362,2024,Ässät,2,2337,297,False,5,60705422,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
363,2024,KooKoo,1,223,30,False,2,60651987,,POI,Poikittainen maila,,
363,2024,KooKoo,3,3062,369,False,2,60651987,,KAM,Kampitus,,
363,2024,Sport,1,930,109,False,2,60783667,,KAM,Kampitus,,
363,2024,Sport,3,3062,368,False,2,23064609,,SUK,Sukeltaminen,,
363,2024,Sport,3,3532,430,False,2,60744055,,KAM,Kampitus,,
364,2024,Pelicans,1,32,10,False,2,30636693,,KAM,Kampitus,,
364,2024,Pelicans,1,255,39,False,2,32666661,,VKV,Väkivaltaisuus,,
364,2024,Pelicans,2,2325,305,False,2,30010552,,HUI,Huitominen,,
364,2024,Pelicans,3,2811,378,False,20,40371281,,HUI,Huitominen - Pelirangaistus,,
364,2024,Pelicans,3,2811,377,False,5,40371281,,HUI,Huitominen,,
364,2024,Ilves,1,255,38,False,2,29028513,,VKV,Väkivaltaisuus,,
364,2024,Ilves,2,1594,209,False,2,28273262,,EST,Estäminen,,
364,2024,Ilves,2,1837,238,False,2,28967947,,HUI,Huitominen,,
364,2024,Ilves,2,2108,279,False,2,60751920,,HUI,Huitominen,,
364,2024,Ilves,3,2584,347,False,2,33517816,,VII,Pelin viivyttäminen - kiekko katsomoon,,
364,2024,Ilves,3,3137,418,False,2,60751920,,KOU,Koukkaaminen,,
365,2024,SaiPa,1,994,117,False,2,33574781,,KAM,Kampitus,,
365,2024,Tappara,1,69,14,False,2,60580854,,EST,Estäminen,,
365,2024,Tappara,3,3021,370,False,2,24174048,,KII,Kiinnipitäminen,,
366,2024,TPS,1,499,70,False,2,40005133,,KII,Kiinnipitäminen,,
366,2024,TPS,2,1961,253,False,2,24509817,,VKV,Väkivaltaisuus,,
366,2024,TPS,3,3109,412,False,2,24509817,,KII,Kiinnipitäminen,,
366,2024,Jukurit,1,419,56,False,2,34397653,,KAM,Kampitus,,
366,2024,Jukurit,1,882,118,False,2,24064653,,VKV,Väkivaltaisuus,,
366,2024,Jukurit,1,1037,137,False,20,60578087,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
366,2024,Jukurit,1,1037,136,False,5,60578087,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
366,2024,Jukurit,2,1810,233,False,2,33697286,,HUI,Huitominen,,
366,2024,Jukurit,3,2859,375,False,2,,,SOP,Sopimaton käytös tuomaristoa kohtaan,,
366,2024,Jukurit,3,2931,386,False,2,60544384,,VII,Pelin viivyttäminen - kiekko katsomoon,,
366,2024,Jukurit,3,3600,476,False,20,,,SOP,Sopimaton käytös tuomaristoa kohtaan - Pelirangaistus,,
296,2024,HPK,1,506,74,False,2,23097498,,POI,Poikittainen maila,,
296,2024,HPK,3,2840,370,False,2,33133083,,HUI,Huitominen,,
296,2024,HPK,3,3374,436,False,2,40046437,,KAM,Kampitus,,
296,2024,Lukko,1,343,47,False,2,22891255,,KII,Kiinnipitäminen,,
296,2024,Lukko,1,506,73,False,2,60543046,,POI,Poikittainen maila,,
296,2024,Lukko,2,1611,212,False,2,,,JR,Liian monta pelaajaa jäällä,,
367,2024,Ilves,1,992,124,False,2,31803661,,KAM,Kampitus,,
367,2024,Ilves,3,3491,430,False,2,60466255,,KAM,Kampitus,,
367,2024,Jukurit,2,2240,276,False,2,60660707,,KII,Kiinnipitäminen,,
367,2024,Jukurit,3,3206,395,False,2,21808485,,HUI,Huitominen,,
368,2024,Lukko,2,2367,297,False,2,31006060,,VKV,Väkivaltaisuus,,
368,2024,Lukko,2,2388,303,False,5,25139587,,HUI,Huitominen,,
368,2024,Lukko,2,2388,304,False,20,25139587,,HUI,Huitominen - Pelirangaistus,,
368,2024,Lukko,3,3480,448,False,2,60753903,,KII,Kiinnipitäminen,,
369,2024,Ässät,1,62,12,False,2,30951530,,KII,Kiinnipitäminen,,
369,2024,Ässät,1,145,23,False,2,29864256,,KAM,Kampitus,,
369,2024,Ässät,1,639,94,False,2,33144768,,VII,Pelin viivyttäminen - kiekko katsomoon,,
369,2024,SaiPa,1,947,131,False,2,40007991,,KII,Kiinnipitäminen,,
369,2024,SaiPa,2,1235,170,False,2,33298481,,KOR,Korkea maila,,
370,2024,HIFK,1,662,94,False,10,22077464,,KAY,Epäurheilijamainen käytös - Käytösrangaistus,,
370,2024,HIFK,1,1086,152,False,2,32576625,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1308,185,False,2,29022140,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1378,198,False,2,23793763,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1378,197,False,2,33611644,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1378,200,False,2,60823918,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1378,199,False,2,32576625,,VKV,Väkivaltaisuus,,
370,2024,HIFK,2,1689,217,False,2,22333124,,HUI,Huitominen,,
370,2024,HIFK,3,3547,470,False,2,60764051,,HUI,Huitominen,,
370,2024,Ilves,1,940,132,False,2,23837234,,KOU,Koukkaaminen,,
370,2024,Ilves,1,1086,153,False,2,60579549,,VKV,Väkivaltaisuus,,
370,2024,Ilves,2,1308,184,False,2,60761587,,VKV,Väkivaltaisuus,,
370,2024,Ilves,2,1378,196,False,2,28273262,,VKV,Väkivaltaisuus,,
370,2024,Ilves,2,1378,194,False,2,23351053,,VKV,Väkivaltaisuus,,
370,2024,Ilves,2,1378,195,False,2,28273262,,KAM,Kampitus,,
370,2024,Ilves,2,1378,193,False,2,32780178,,VKV,Väkivaltaisuus,,
370,2024,Ilves,2,1378,192,False,2,28905831,,VKV,Väkivaltaisuus,,
370,2024,Ilves,3,3162,419,False,20,60761587,,HUI,Huitominen - Pelirangaistus,,
370,2024,Ilves,3,3162,418,False,5,60761587,,HUI,Huitominen,,
371,2024,KalPa,1,638,87,False,2,,,JR,Liian monta pelaajaa jäällä,,
371,2024,KalPa,2,1482,192,False,2,21403877,,VKV,Väkivaltaisuus,,
371,2024,KalPa,2,2297,298,False,2,40431875,,KII,Kiinnipitäminen,,
371,2024,KalPa,3,3165,423,False,2,23167645,,KOR,Korkea maila,,
371,2024,Lukko,2,1614,212,False,2,,,KAY,Epäurheilijamainen käytös,,
371,2024,Lukko,2,1794,233,False,2,32558931,,KAM,Kampitus,,
372,2024,Sport,2,2271,303,False,2,60783667,,VKV,Väkivaltaisuus,,
372,2024,Sport,3,2803,369,False,2,23064609,,KII,Kiinnipitäminen,,
372,2024,Jukurit,1,131,24,False,2,60761149,,KAM,Kampitus,,
372,2024,Jukurit,2,1969,262,False,2,21808485,,KOU,Koukkaaminen,,
372,2024,Jukurit,2,2271,302,False,2,60580517,,LTK,Laitataklaus,,
372,2024,Jukurit,3,2969,391,False,2,32675788,,KAM,Kampitus,,
373,2024,Tappara,1,166,24,False,2,22396653,,KOU,Koukkaaminen,,
373,2024,Tappara,3,2857,354,False,2,60547741,,HUI,Huitominen,,
373,2024,SaiPa,1,612,71,False,2,40007991,,KII,Kiinnipitäminen,,
373,2024,SaiPa,2,2284,275,False,2,32108624,,KOU,Koukkaaminen,,
373,2024,SaiPa,3,2780,342,False,2,31165561,,KOU,Koukkaaminen,,
374,2024,KooKoo,2,1965,261,False,2,60751845,,KAM,Kampitus,,
374,2024,KooKoo,3,3414,448,False,0,31927592,,HUI,Huitominen,,
374,2024,TPS,1,622,78,False,2,31633679,,HUI,Huitominen,,
374,2024,TPS,2,2277,299,False,2,30969140,,KOR,Korkea maila,,
374,2024,TPS,3,2755,366,False,2,30639603,,POI,Poikittainen maila,,
375,2024,Ässät,3,2482,328,False,2,24962616,,KOR,Korkea maila,,
375,2024,Ässät,3,3265,416,False,2,29942233,,KAM,Kampitus,,
375,2024,HPK,2,1838,241,False,2,25489224,,KAM,Kampitus,,
375,2024,HPK,3,2767,360,False,2,27780756,,HUI,Huitominen,,
376,2024,Jukurit,1,730,98,False,2,29782985,,KAM,Kampitus,,
376,2024,Jukurit,2,1898,246,False,2,40102012,,HUI,Huitominen,,
376,2024,Jukurit,3,2885,379,False,2,21808485,,KOU,Koukkaaminen,,
376,2024,HIFK,2,1568,207,False,2,23966862,,KAM,Kampitus,,
376,2024,HIFK,3,2430,320,False,2,60823918,,POI,Poikittainen maila,,
376,2024,HIFK,3,2885,380,False,2,60823918,,SUK,Sukeltaminen,,
376,2024,HIFK,3,3162,419,False,2,24223973,,KOR,Korkea maila,,
378,2024,Kärpät,2,2079,265,False,2,24959726,,KOR,Korkea maila,,
378,2024,Kärpät,2,2398,312,False,2,31632421,,KOR,Korkea maila,,
378,2024,Kärpät,3,3527,462,False,2,24276085,,KOU,Koukkaaminen,,
379,2024,Pelicans,1,1158,155,False,2,24242404,,KNP,Kyynärpäätaklaus,,
379,2024,Pelicans,3,2591,342,False,2,60660278,,KAM,Kampitus,,
379,2024,Pelicans,3,3359,435,False,2,23521841,,KAM,Kampitus,,
379,2024,Sport,1,469,62,False,2,40038518,,EST,Estäminen,,
379,2024,Sport,1,719,97,False,2,24421720,,HUI,Huitominen,,
377,2024,JYP,1,120,19,False,2,60543448,,KAM,Kampitus,,
377,2024,JYP,2,1601,162,False,2,33209030,,KOU,Koukkaaminen,,
377,2024,JYP,2,2357,262,False,2,60543448,,HUI,Huitominen,,
377,2024,JYP,2,2357,263,False,2,60543448,,KAY,Epäurheilijamainen käytös,,
377,2024,Tappara,1,674,73,False,2,40046575,,KII,Kiinnipitäminen,,
377,2024,Tappara,2,1426,140,False,2,30821864,,EST,Estäminen,,
377,2024,Tappara,2,1757,182,False,2,27746619,,KOR,Korkea maila,,
377,2024,Tappara,3,3139,375,False,2,60784320,,KII,Kiinnipitäminen,,
380,2024,HPK,1,772,93,False,2,60659010,,KII,Kiinnipitäminen,,
380,2024,HPK,1,1074,136,False,2,24459695,,KOU,Koukkaaminen,,
380,2024,HPK,2,1865,236,False,2,32569153,,VKV,Väkivaltaisuus,,
380,2024,HPK,2,2240,286,False,2,32924510,,KOU,Koukkaaminen,,
380,2024,HPK,3,2571,332,False,2,23029644,,KAM,Kampitus,,
380,2024,HPK,4,3859,501,False,2,60659010,,KAM,Kampitus,,
380,2024,KooKoo,2,1865,237,False,2,33150613,,HUI,Huitominen,,
380,2024,KooKoo,2,1865,238,False,2,33150613,,VKV,Väkivaltaisuus,,
380,2024,KooKoo,2,1945,248,False,2,,,JR,Liian monta pelaajaa jäällä,,
380,2024,KooKoo,2,2319,296,False,2,,,JR,Liian monta pelaajaa jäällä,,
380,2024,KooKoo,3,2780,359,False,2,60751845,,KAM,Kampitus,,
380,2024,KooKoo,3,3192,416,False,2,60651987,,HUI,Huitominen,,
380,2024,KooKoo,4,3628,469,False,0,60825641,,KOU,Koukkaaminen,,
381,2024,Kärpät,1,612,89,False,2,60703849,,EST,Estäminen,,
381,2024,Kärpät,2,1938,268,False,2,24959726,,KOR,Korkea maila,,
381,2024,KalPa,1,390,55,False,2,27471447,,KOU,Koukkaaminen,,
381,2024,KalPa,1,834,119,False,2,31574013,,HUI,Huitominen,,
381,2024,KalPa,2,1385,195,False,2,31578145,,KAM,Kampitus,,
381,2024,KalPa,2,1554,217,False,2,28696276,,VII,Pelin viivyttäminen - kiekko katsomoon,,
381,2024,KalPa,3,3214,428,False,2,24779032,,KOU,Koukkaaminen,,
382,2024,Lukko,1,582,86,False,2,60348447,,KAM,Kampitus,,
382,2024,Lukko,1,1166,169,False,2,22891255,,LTK,Laitataklaus,,
382,2024,Lukko,2,1610,230,False,2,,,JR,Liian monta pelaajaa jäällä,,
382,2024,Lukko,3,3265,423,False,2,29780877,,KOR,Korkea maila,,
382,2024,Ässät,1,498,72,False,2,,,JR,Liian monta pelaajaa jäällä,,
382,2024,Ässät,1,621,93,False,2,,,JR,Liian monta pelaajaa jäällä,,
382,2024,Ässät,2,1429,207,False,2,33392484,,KII,Kiinnipitäminen,,
382,2024,Ässät,3,3441,446,False,0,33392484,,KAM,Kampitus,,
383,2024,SaiPa,2,1842,235,False,2,27845730,,KOU,Koukkaaminen,,
383,2024,SaiPa,3,2523,328,False,2,23555503,,HUI,Huitominen,,
383,2024,SaiPa,3,3112,398,False,2,32108624,,HUI,Huitominen,,
383,2024,SaiPa,3,3291,419,False,2,60822292,,POI,Poikittainen maila,,
383,2024,SaiPa,3,3303,423,False,2,60762062,,VKV,Väkivaltaisuus,,
383,2024,JYP,2,1466,190,False,2,40054258,,HUI,Huitominen,,
383,2024,JYP,2,1994,254,False,2,33373610,,KOU,Koukkaaminen,,
383,2024,JYP,2,2292,293,False,2,27854909,,HUI,Huitominen,,
383,2024,JYP,3,2756,361,False,2,27647886,,KOU,Koukkaaminen,,
383,2024,JYP,3,3303,422,False,2,22953708,,VKV,Väkivaltaisuus,,
384,2024,Sport,2,1254,169,False,2,60783667,,VKV,Väkivaltaisuus,,
384,2024,Sport,2,1544,205,False,2,29632624,,KOU,Koukkaaminen,,
384,2024,Sport,2,2114,282,False,2,60783667,,KOU,Koukkaaminen,,
384,2024,Ilves,2,1254,170,False,2,60579549,,VKV,Väkivaltaisuus,,
384,2024,Ilves,2,1254,171,False,2,60826215,,VKV,Väkivaltaisuus,,
384,2024,Ilves,2,1403,189,False,2,32780178,,KOU,Koukkaaminen,,
384,2024,Ilves,3,3537,461,False,2,22711526,,VII,Pelin viivyttäminen - kiekko katsomoon,,
385,2024,Tappara,1,157,22,False,2,31854445,,POI,Poikittainen maila,,
385,2024,Tappara,1,796,104,False,2,30821864,,KAM,Kampitus,,
385,2024,Tappara,3,2801,369,False,2,27746619,,KII,Kiinnipitäminen,,
385,2024,Tappara,3,3219,424,False,2,,,KAY,Epäurheilijamainen käytös,,
385,2024,Tappara,3,3358,439,False,2,30821864,,HUI,Huitominen,,
385,2024,HIFK,1,869,114,False,2,30345845,,VKV,Väkivaltaisuus,,
385,2024,HIFK,1,1152,148,False,2,100025878,,EST,Estäminen,,
385,2024,HIFK,2,1808,232,False,2,60823918,,KAM,Kampitus,,
385,2024,HIFK,3,3484,455,False,2,,,JR,Liian monta pelaajaa jäällä,,
385,2024,HIFK,3,3558,463,False,2,100025878,,HUI,Huitominen,,
386,2024,TPS,1,79,14,False,2,60821637,,KOU,Koukkaaminen,,
386,2024,TPS,1,159,26,False,2,29870486,,KAM,Kampitus,,
386,2024,TPS,2,1593,207,False,2,21785090,,KOR,Korkea maila,,
386,2024,TPS,2,1593,208,False,2,21785090,,KOR,Korkea maila,,
386,2024,Pelicans,1,1137,147,False,2,23521841,,KAM,Kampitus,,
386,2024,Pelicans,2,1255,166,False,2,60660278,,KAM,Kampitus,,
386,2024,Pelicans,2,1872,243,False,2,40371281,,KAM,Kampitus,,
386,2024,Pelicans,3,2527,325,False,2,32666661,,POI,Poikittainen maila,,
387,2024,JYP,1,714,93,False,2,40054258,,KOU,Koukkaaminen,,
387,2024,JYP,2,1631,216,False,2,,,JR,Liian monta pelaajaa jäällä,,
387,2024,JYP,3,2633,348,False,2,33373610,,KAM,Kampitus,,
387,2024,JYP,3,3252,419,False,2,21415137,,KOR,Korkea maila,,
387,2024,KalPa,1,563,74,False,2,40431875,,KOU,Koukkaaminen,,
387,2024,KalPa,3,3256,421,False,2,23065792,,KOU,Koukkaaminen,,
388,2024,Kärpät,1,255,34,False,2,31632421,,KOR,Korkea maila,,
388,2024,HPK,2,1724,215,False,2,33420204,,KOR,Korkea maila,,
388,2024,HPK,2,2282,279,False,2,60659010,,KII,Kiinnipitäminen,,
388,2024,HPK,2,2282,280,False,2,60659010,,KAY,Epäurheilijamainen käytös,,
388,2024,HPK,3,2904,368,False,2,24459695,,KII,Kiinnipitäminen,,
389,2024,Pelicans,1,345,55,False,2,32666661,,KAY,Epäurheilijamainen käytös,,
389,2024,Pelicans,1,496,73,False,2,60807848,,KAM,Kampitus,,
389,2024,Pelicans,2,1634,221,False,2,,,JR,Liian monta pelaajaa jäällä,,
389,2024,Pelicans,2,2254,294,False,2,40311015,,KAM,Kampitus,,
389,2024,Pelicans,3,3113,406,False,2,60790487,,KOR,Korkea maila,,
389,2024,Pelicans,3,3550,472,False,20,23521841,,VKV,Väkivaltaisuus - Pelirangaistus,,
389,2024,Pelicans,3,3550,471,False,5,23521841,,VKV,Väkivaltaisuus,,
389,2024,Jukurit,1,345,54,False,2,60580517,,KAY,Epäurheilijamainen käytös,,
389,2024,Jukurit,2,2309,303,False,2,24064653,,HUI,Huitominen,,
389,2024,Jukurit,3,3550,474,False,20,21808485,,VKV,Väkivaltaisuus - Pelirangaistus,,
389,2024,Jukurit,3,3550,473,False,5,21808485,,VKV,Väkivaltaisuus,,
390,2024,SaiPa,1,531,72,False,2,60822292,,KAM,Kampitus,,
390,2024,SaiPa,2,1717,221,False,2,27845730,,KOR,Korkea maila,,
390,2024,SaiPa,3,2542,320,False,2,60822292,,KOR,Korkea maila,,
390,2024,TPS,2,1367,180,False,2,60545114,,KAM,Kampitus,,
390,2024,TPS,3,2637,336,False,2,,,JR,Liian monta pelaajaa jäällä,,
390,2024,TPS,3,3027,379,False,2,30639603,,KOU,Koukkaaminen,,
391,2024,Sport,1,1196,162,False,2,23064609,,KOR,Korkea maila,,
391,2024,Sport,2,1775,239,False,2,31411901,,KII,Kiinnipitäminen,,
391,2024,Sport,2,2090,283,False,2,60544745,,KII,Kiinnipitäminen,,
391,2024,Sport,2,2259,306,False,2,60783667,,VKV,Väkivaltaisuus,,
391,2024,KooKoo,1,865,114,False,2,60651941,,KII,Kiinnipitäminen,,
391,2024,KooKoo,2,1291,180,False,2,,,JR,Liian monta pelaajaa jäällä,,
391,2024,KooKoo,2,1386,194,False,2,31585390,,KAM,Kampitus,,
391,2024,KooKoo,2,1899,257,False,2,33150613,,KII,Kiinnipitäminen,,
391,2024,KooKoo,2,2259,305,False,2,40131060,,VKV,Väkivaltaisuus,,
391,2024,KooKoo,3,3376,452,False,2,24463542,,KAM,Kampitus,,
392,2024,Ässät,1,450,55,False,2,29864256,,KAM,Kampitus,,
392,2024,Ässät,2,1379,175,False,2,33424682,,KAM,Kampitus,,
392,2024,Ässät,2,1947,248,False,2,25454518,,VKV,Väkivaltaisuus,,
392,2024,Ässät,2,2020,263,False,2,29864256,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
392,2024,KalPa,1,397,48,False,2,28696276,,KAM,Kampitus,,
392,2024,KalPa,1,540,67,False,2,,,JR,Liian monta pelaajaa jäällä,,
392,2024,KalPa,1,1087,134,False,2,24725109,,HUI,Huitominen,,
392,2024,KalPa,2,1947,249,False,2,60715086,,VKV,Väkivaltaisuus,,
392,2024,KalPa,2,2027,266,False,2,33845847,,KOU,Koukkaaminen,,
392,2024,KalPa,2,2300,303,False,2,21403877,,KAM,Kampitus,,
392,2024,KalPa,3,2435,323,False,2,40431875,,KAM,Kampitus,,
394,2024,Ilves,2,1667,208,False,2,22805092,,KOU,Koukkaaminen,,
394,2024,Ilves,3,2636,343,False,2,23351053,,KAM,Kampitus,,
394,2024,Ilves,3,2838,365,False,2,22805092,,KOU,Koukkaaminen,,
394,2024,Ilves,3,2912,378,False,2,60751920,,KAM,Kampitus,,
394,2024,SaiPa,1,461,59,False,2,32108624,,KOR,Korkea maila,,
394,2024,SaiPa,1,929,111,False,2,32108624,,VII,Pelin viivyttäminen - kiekko katsomoon,,
394,2024,SaiPa,2,1667,210,False,20,27845730,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
394,2024,SaiPa,2,1667,209,False,5,27845730,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
394,2024,SaiPa,2,2133,268,False,2,40005288,,KOR,Korkea maila,,
394,2024,SaiPa,2,2278,281,False,2,25461491,,KAY,Epäurheilijamainen käytös,,
395,2024,Jukurit,1,550,61,False,2,40134870,,KII,Kiinnipitäminen,,
395,2024,Jukurit,1,696,80,False,2,34397653,,LTK,Laitataklaus,,
395,2024,Jukurit,3,2668,326,False,2,60580517,,POI,Poikittainen maila,,
395,2024,Jukurit,3,3407,419,False,2,60544384,,VKV,Väkivaltaisuus,,
395,2024,Jukurit,3,3591,446,False,2,60544384,,KOU,Koukkaaminen,,
395,2024,Lukko,1,775,93,False,2,25139587,,VKV,Väkivaltaisuus,,
395,2024,Lukko,3,3407,420,False,2,60808078,,VKV,Väkivaltaisuus,,
396,2024,Pelicans,2,1951,233,False,2,60790487,,KII,Kiinnipitäminen,,
396,2024,Kärpät,2,1298,157,False,2,32527917,,KII,Kiinnipitäminen,,
396,2024,Kärpät,3,2735,336,False,2,24959726,,EST,Estäminen,,
397,2024,Sport,3,2645,358,False,2,60744048,,EST,Estäminen,,
397,2024,Sport,3,3004,405,False,2,60544745,,EST,Estäminen,,
397,2024,Sport,3,3225,439,False,2,60754869,,KOU,Koukkaaminen,,
397,2024,Tappara,1,894,116,False,2,60580854,,KOU,Koukkaaminen,,
398,2024,TPS,2,1440,194,False,2,32219869,,KOR,Korkea maila,,
398,2024,TPS,2,1440,195,False,2,32219869,,KOR,Korkea maila,,
398,2024,TPS,2,1488,201,False,2,24509817,,VKV,Väkivaltaisuus,,
398,2024,TPS,2,2033,275,False,2,27900714,,VKV,Väkivaltaisuus,,
398,2024,TPS,2,2054,281,False,2,40431928,,VKV,Väkivaltaisuus,,
398,2024,TPS,2,2336,315,False,2,60757490,,VKV,Väkivaltaisuus,,
398,2024,TPS,3,2411,332,False,2,30639603,,EST,Estäminen,,
398,2024,JYP,1,275,40,False,2,21415137,,LTK,Laitataklaus,,
398,2024,JYP,2,1488,202,False,2,33209030,,VKV,Väkivaltaisuus,,
398,2024,JYP,2,1793,244,False,2,29914070,,POI,Poikittainen maila,,
398,2024,JYP,2,2033,276,False,2,30434484,,VKV,Väkivaltaisuus,,
398,2024,JYP,2,2054,283,False,2,40054258,,VKV,Väkivaltaisuus,,
398,2024,JYP,2,2054,282,False,2,40054258,,VKV,Väkivaltaisuus,,
398,2024,JYP,2,2336,316,False,2,29914070,,EST,Estäminen,,
393,2024,HIFK,2,1270,177,False,2,60823918,,M-KII,Mailasta kiinnipitäminen,,
393,2024,KooKoo,1,782,101,False,2,60751845,,KOU,Koukkaaminen,,
393,2024,KooKoo,1,925,126,False,2,33150613,,KII,Kiinnipitäminen,,
399,2024,HPK,2,1443,177,False,2,31377236,,KII,Kiinnipitäminen,,
399,2024,HPK,2,2400,294,False,2,21926286,,VKV,Väkivaltaisuus,,
399,2024,HPK,2,2400,292,False,2,33420204,,VKV,Väkivaltaisuus,,
399,2024,Pelicans,2,1443,178,False,2,30793837,,SUK,Sukeltaminen,,
399,2024,Pelicans,2,1945,233,False,2,100026105,,KAM,Kampitus,,
399,2024,Pelicans,2,2400,293,False,2,32754065,,VKV,Väkivaltaisuus,,
401,2024,KalPa,1,482,69,False,2,31110600,,KOU,Koukkaaminen,,
401,2024,KalPa,4,3756,479,False,0,24725109,,HUI,Huitominen,,
401,2024,Sport,1,35,12,False,2,23334106,,HUI,Huitominen,,
401,2024,Sport,1,1090,141,False,2,60744048,,HUI,Huitominen,,
401,2024,Sport,2,1437,190,False,2,60544745,,HUI,Huitominen,,
403,2024,SaiPa,2,1882,232,False,2,22679723,,KII,Kiinnipitäminen,,
403,2024,SaiPa,3,2734,338,False,2,34321195,,KII,Kiinnipitäminen,,
403,2024,SaiPa,3,2856,355,False,2,40055660,,HUI,Huitominen,,
403,2024,Lukko,1,1067,129,False,2,25139587,,KAM,Kampitus,,
403,2024,Lukko,2,2019,249,False,2,60753903,,KOU,Koukkaaminen,,
403,2024,Lukko,3,2878,360,False,2,60348448,,KAM,Kampitus,,
404,2024,Tappara,2,2191,285,False,2,25567120,,KII,Kiinnipitäminen,,
404,2024,Tappara,3,3046,400,False,2,23680559,,KAM,Kampitus,,
404,2024,Ässät,1,442,60,False,2,60761518,,KOU,Koukkaaminen,,
404,2024,Ässät,1,532,72,False,2,29864256,,KII,Kiinnipitäminen,,
404,2024,Ässät,3,2900,376,False,2,60544388,,VII,Pelin viivyttäminen - kiekko katsomoon,,
404,2024,Ässät,3,2989,389,False,2,,,JR,Liian monta pelaajaa jäällä,,
402,2024,KooKoo,1,1030,121,False,2,31585390,,KAM,Kampitus,,
402,2024,KooKoo,2,2155,261,False,2,24324348,,HUI,Huitominen,,
402,2024,KooKoo,3,3135,386,False,2,31585390,,VII,Pelin viivyttäminen - kiekko katsomoon,,
402,2024,Kärpät,1,509,62,False,2,60747516,,KOU,Koukkaaminen,,
402,2024,Kärpät,3,3335,411,False,2,30616480,,KAM,Kampitus,,
400,2024,JYP,1,824,104,False,2,40054258,,KII,Kiinnipitäminen,,
400,2024,JYP,1,1002,131,False,2,31959780,,VKV,Väkivaltaisuus,,
400,2024,JYP,2,1400,186,False,2,27647886,,KAM,Kampitus,,
400,2024,JYP,2,2095,280,False,2,33388333,,KOR,Korkea maila,,
400,2024,JYP,3,2607,345,False,20,60543448,,HUI,Huitominen - Pelirangaistus,,
400,2024,JYP,3,2607,344,False,5,60543448,,HUI,Huitominen,,
400,2024,JYP,3,3279,430,False,2,33373610,,VKV,Väkivaltaisuus,,
400,2024,JYP,3,3279,429,False,2,33373610,,VKV,Väkivaltaisuus,,
400,2024,JYP,3,3279,428,False,2,33373610,,POI,Poikittainen maila,,
400,2024,Jukurit,1,633,83,False,2,29782985,,EST,Estäminen,,
400,2024,Jukurit,2,1855,248,False,2,40134870,,KII,Kiinnipitäminen,,
400,2024,Jukurit,2,2258,299,False,2,60761149,,KAM,Kampitus,,
400,2024,Jukurit,3,2607,346,False,2,29782985,,EST,Estäminen,,
400,2024,Jukurit,3,3279,433,False,2,60698903,,VKV,Väkivaltaisuus,,
400,2024,Jukurit,3,3279,432,False,2,60698903,,VKV,Väkivaltaisuus,,
400,2024,Jukurit,3,3279,431,False,2,60698903,,POI,Poikittainen maila,,
400,2024,Jukurit,3,3401,450,False,2,60578087,,EST,Estäminen,,
400,2024,Jukurit,3,3401,449,False,2,60544384,,POI,Poikittainen maila,,
405,2024,Ässät,2,1764,238,False,2,30058828,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
405,2024,Ässät,2,1775,242,False,20,29864256,,POL,Polvitaklaus - Pelirangaistus,,
405,2024,Ässät,2,1775,241,False,5,29864256,,POL,Polvitaklaus,,
405,2024,Ässät,2,2061,280,False,2,21848539,,KOU,Koukkaaminen,,
405,2024,Ässät,2,2360,320,False,2,21789465,,POL,Polvitaklaus,,
405,2024,TPS,1,948,120,False,2,60821637,,KAM,Kampitus,,
405,2024,TPS,2,2182,298,False,2,,,JR,Liian monta pelaajaa jäällä,,
405,2024,TPS,3,2944,397,False,2,24509817,,KOR,Korkea maila,,
405,2024,TPS,3,2944,396,False,2,24509817,,KOR,Korkea maila,,
