season,round,round_index,team,elo
2025-26,R 74,74,ZSC Lions,1555.03
2025-26,R 75,75,EHC Biel-Bienne,1452.55
2025-26,R 75,75,EHC Kloten,1430.86
2025-26,R 75,75,EV Zug,1460.01
2025-26,R 75,75,Fribourg-Gottéron,1602.86
2025-26,R 75,75,Genève-Servette HC,1565.38
2025-26,R 75,75,HC Ajoie,1401.35
2025-26,R 75,75,HC Ambri-Piotta,1411.94
2025-26,R 75,75,HC Davos,1599.39
2025-26,R 75,75,HC Lugano,1573.63
2025-26,R 75,75,Lausanne HC,1495.3
2025-26,R 75,75,SC Bern,1510.44
2025-26,R 75,75,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 75,75,SCL Tigers,1490.26
2025-26,R 75,75,SCRJ Lakers,1481.05
2025-26,R 75,75,ZSC Lions,1551.29
2025-26,R 76,76,EHC Biel-Bienne,1452.55
2025-26,R 76,76,EHC Kloten,1430.86
2025-26,R 76,76,EV Zug,1460.01
2025-26,R 76,76,Fribourg-Gottéron,1602.86
2025-26,R 76,76,Genève-Servette HC,1556.23
2025-26,R 76,76,HC Ajoie,1401.35
2025-26,R 76,76,HC Ambri-Piotta,1421.09
2025-26,R 76,76,HC Davos,1599.39
2025-26,R 76,76,HC Lugano,1573.63
2025-26,R 76,76,Lausanne HC,1495.3
2025-26,R 76,76,SC Bern,1510.44
2025-26,R 76,76,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 76,76,SCL Tigers,1490.26
2025-26,R 76,76,SCRJ Lakers,1481.05
2025-26,R 76,76,ZSC Lions,1551.29
2025-26,R 77,77,EHC Biel-Bienne,1464.12
2025-26,R 77,77,EHC Kloten,1423.92
2025-26,R 77,77,EV Zug,1451.94
2025-26,R 77,77,Fribourg-Gottéron,1603.06
2025-26,R 77,77,Genève-Servette HC,1556.23
2025-26,R 77,77,HC Ajoie,1389.79
2025-26,R 77,77,HC Ambri-Piotta,1420.89
2025-26,R 77,77,HC Davos,1607.47
2025-26,R 77,77,HC Lugano,1584.71
2025-26,R 77,77,Lausanne HC,1495.3
2025-26,R 77,77,SC Bern,1514.86
2025-26,R 77,77,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 77,77,SCL Tigers,1485.84
2025-26,R 77,77,SCRJ Lakers,1481.05
2025-26,R 77,77,ZSC Lions,1558.24
2025-26,R 78,78,EHC Biel-Bienne,1464.12
2025-26,R 78,78,EHC Kloten,1423.92
2025-26,R 78,78,EV Zug,1451.94
2025-26,R 78,78,Fribourg-Gottéron,1612.37
2025-26,R 78,78,Genève-Servette HC,1546.91
2025-26,R 78,78,HC Ajoie,1389.79
2025-26,R 78,78,HC Ambri-Piotta,1435.29
2025-26,R 78,78,HC Davos,1613.98
2025-26,R 78,78,HC Lugano,1570.32
2025-26,R 78,78,Lausanne HC,1495.3
2025-26,R 78,78,SC Bern,1514.86
2025-26,R 78,78,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 78,78,SCL Tigers,1485.84
2025-26,R 78,78,SCRJ Lakers,1474.54
2025-26,R 78,78,ZSC Lions,1558.24
2025-26,R 79,79,EHC Biel-Bienne,1452.76
2025-26,R 79,79,EHC Kloten,1423.87
2025-26,R 79,79,EV Zug,1440.03
2025-26,R 79,79,Fribourg-Gottéron,1612.43
2025-26,R 79,79,Genève-Servette HC,1546.91
2025-26,R 79,79,HC Ajoie,1379.63
2025-26,R 79,79,HC Ambri-Piotta,1435.29
2025-26,R 79,79,HC Davos,1621.2
2025-26,R 79,79,HC Lugano,1570.32
2025-26,R 79,79,Lausanne HC,1507.21
2025-26,R 79,79,SC Bern,1507.63
2025-26,R 79,79,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 79,79,SCL Tigers,1485.84
2025-26,R 79,79,SCRJ Lakers,1484.7
2025-26,R 79,79,ZSC Lions,1569.59
2025-26,R 80,80,EHC Biel-Bienne,1452.76
2025-26,R 80,80,EHC Kloten,1423.87
2025-26,R 80,80,EV Zug,1454.1
2025-26,R 80,80,Fribourg-Gottéron,1612.43
2025-26,R 80,80,Genève-Servette HC,1532.06
2025-26,R 80,80,HC Ajoie,1379.63
2025-26,R 80,80,HC Ambri-Piotta,1423.69
2025-26,R 80,80,HC Davos,1621.2
2025-26,R 80,80,HC Lugano,1585.17
2025-26,R 80,80,Lausanne HC,1507.21
2025-26,R 80,80,SC Bern,1507.63
2025-26,R 80,80,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 80,80,SCL Tigers,1497.43
2025-26,R 80,80,SCRJ Lakers,1484.7
2025-26,R 80,80,ZSC Lions,1555.51
2025-26,R 81,81,EHC Biel-Bienne,1446.93
2025-26,R 81,81,EHC Kloten,1429.7
2025-26,R 81,81,EV Zug,1454.1
2025-26,R 81,81,Fribourg-Gottéron,1598.97
2025-26,R 81,81,Genève-Servette HC,1532.06
2025-26,R 81,81,HC Ajoie,1368.67
2025-26,R 81,81,HC Ambri-Piotta,1423.69
2025-26,R 81,81,HC Davos,1634.66
2025-26,R 81,81,HC Lugano,1585.17
2025-26,R 81,81,Lausanne HC,1507.21
2025-26,R 81,81,SC Bern,1518.6
2025-26,R 81,81,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 81,81,SCL Tigers,1497.43
2025-26,R 81,81,SCRJ Lakers,1484.7
2025-26,R 81,81,ZSC Lions,1555.51
2025-26,R 82,82,EHC Biel-Bienne,1446.93
2025-26,R 82,82,EHC Kloten,1429.7
2025-26,R 82,82,EV Zug,1444.61
2025-26,R 82,82,Fribourg-Gottéron,1598.97
2025-26,R 82,82,Genève-Servette HC,1532.06
2025-26,R 82,82,HC Ajoie,1368.67
2025-26,R 82,82,HC Ambri-Piotta,1423.69
2025-26,R 82,82,HC Davos,1634.66
2025-26,R 82,82,HC Lugano,1585.17
2025-26,R 82,82,Lausanne HC,1507.21
2025-26,R 82,82,SC Bern,1518.6
2025-26,R 82,82,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 82,82,SCL Tigers,1497.43
2025-26,R 82,82,SCRJ Lakers,1484.7
2025-26,R 82,82,ZSC Lions,1565.0
2025-26,R 83,83,EHC Biel-Bienne,1446.93
2025-26,R 83,83,EHC Kloten,1433.89
2025-26,R 83,83,EV Zug,1444.61
2025-26,R 83,83,Fribourg-Gottéron,1574.64
2025-26,R 83,83,Genève-Servette HC,1532.06
2025-26,R 83,83,HC Ajoie,1368.67
2025-26,R 83,83,HC Ambri-Piotta,1448.02
2025-26,R 83,83,HC Davos,1634.66
2025-26,R 83,83,HC Lugano,1580.97
2025-26,R 83,83,Lausanne HC,1507.21
2025-26,R 83,83,SC Bern,1518.6
2025-26,R 83,83,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 83,83,SCL Tigers,1497.43
2025-26,R 83,83,SCRJ Lakers,1484.7
2025-26,R 83,83,ZSC Lions,1565.0
2025-26,R 84,84,EHC Biel-Bienne,1446.93
2025-26,R 84,84,EHC Kloten,1433.89
2025-26,R 84,84,EV Zug,1444.61
2025-26,R 84,84,Fribourg-Gottéron,1574.64
2025-26,R 84,84,Genève-Servette HC,1532.06
2025-26,R 84,84,HC Ajoie,1368.67
2025-26,R 84,84,HC Ambri-Piotta,1448.02
2025-26,R 84,84,HC Davos,1634.66
2025-26,R 84,84,HC Lugano,1580.97
2025-26,R 84,84,Lausanne HC,1507.21
2025-26,R 84,84,SC Bern,1518.6
2025-26,R 84,84,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 84,84,SCL Tigers,1497.43
2025-26,R 84,84,SCRJ Lakers,1499.07
2025-26,R 84,84,ZSC Lions,1565.0
2025-26,R 84,84,nan,1485.63
2025-26,R 85,85,EHC Biel-Bienne,1446.93
2025-26,R 85,85,EHC Kloten,1433.89
2025-26,R 85,85,EV Zug,1444.61
2025-26,R 85,85,Fribourg-Gottéron,1574.64
2025-26,R 85,85,Genève-Servette HC,1532.06
2025-26,R 85,85,HC Ajoie,1357.3
2025-26,R 85,85,HC Ambri-Piotta,1448.02
2025-26,R 85,85,HC Davos,1634.66
2025-26,R 85,85,HC Lugano,1580.97
2025-26,R 85,85,Lausanne HC,1518.58
2025-26,R 85,85,SC Bern,1518.6
2025-26,R 85,85,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 85,85,SCL Tigers,1497.43
2025-26,R 85,85,SCRJ Lakers,1499.07
2025-26,R 85,85,ZSC Lions,1565.0
2025-26,R 85,85,nan,1485.63
2025-26,R 86,86,EHC Biel-Bienne,1466.15
2025-26,R 86,86,EHC Kloten,1446.54
2025-26,R 86,86,EV Zug,1444.61
2025-26,R 86,86,Fribourg-Gottéron,1574.64
2025-26,R 86,86,Genève-Servette HC,1512.84
2025-26,R 86,86,HC Ajoie,1370.83
2025-26,R 86,86,HC Ambri-Piotta,1448.02
2025-26,R 86,86,HC Davos,1634.66
2025-26,R 86,86,HC Lugano,1580.97
2025-26,R 86,86,Lausanne HC,1518.58
2025-26,R 86,86,SC Bern,1518.6
2025-26,R 86,86,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 86,86,SCL Tigers,1497.43
2025-26,R 86,86,SCRJ Lakers,1486.42
2025-26,R 86,86,ZSC Lions,1565.0
2025-26,R 86,86,nan,1472.09
2025-26,R 87,87,EHC Biel-Bienne,1466.15
2025-26,R 87,87,EHC Kloten,1446.54
2025-26,R 87,87,EV Zug,1449.71
2025-26,R 87,87,Fribourg-Gottéron,1574.64
2025-26,R 87,87,Genève-Servette HC,1512.84
2025-26,R 87,87,HC Ajoie,1370.83
2025-26,R 87,87,HC Ambri-Piotta,1442.92
2025-26,R 87,87,HC Davos,1646.12
2025-26,R 87,87,HC Lugano,1569.51
2025-26,R 87,87,Lausanne HC,1518.58
2025-26,R 87,87,SC Bern,1518.6
2025-26,R 87,87,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 87,87,SCL Tigers,1497.43
2025-26,R 87,87,SCRJ Lakers,1486.42
2025-26,R 87,87,ZSC Lions,1565.0
2025-26,R 87,87,nan,1472.09
2025-26,R 88,88,EHC Biel-Bienne,1466.15
2025-26,R 88,88,EHC Kloten,1446.54
2025-26,R 88,88,EV Zug,1449.71
2025-26,R 88,88,Fribourg-Gottéron,1574.64
2025-26,R 88,88,Genève-Servette HC,1512.84
2025-26,R 88,88,HC Ajoie,1370.83
2025-26,R 88,88,HC Ambri-Piotta,1442.92
2025-26,R 88,88,HC Davos,1646.12
2025-26,R 88,88,HC Lugano,1569.51
2025-26,R 88,88,Lausanne HC,1518.58
2025-26,R 88,88,SC Bern,1518.6
2025-26,R 88,88,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 88,88,SCL Tigers,1485.78
2025-26,R 88,88,SCRJ Lakers,1486.42
2025-26,R 88,88,ZSC Lions,1565.0
2025-26,R 88,88,nan,1483.74
2025-26,R 89,89,EHC Biel-Bienne,1474.04
2025-26,R 89,89,EHC Kloten,1453.59
2025-26,R 89,89,EV Zug,1442.9
2025-26,R 89,89,Fribourg-Gottéron,1581.46
2025-26,R 89,89,Genève-Servette HC,1498.1
2025-26,R 89,89,HC Ajoie,1365.91
2025-26,R 89,89,HC Ambri-Piotta,1450.06
2025-26,R 89,89,HC Davos,1651.81
2025-26,R 89,89,HC Lugano,1561.62
2025-26,R 89,89,Lausanne HC,1511.43
2025-26,R 89,89,SC Bern,1511.55
2025-26,R 89,89,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 89,89,SCL Tigers,1480.09
2025-26,R 89,89,SCRJ Lakers,1501.16
2025-26,R 89,89,ZSC Lions,1569.93
2025-26,R 89,89,nan,1483.74
2025-26,R 90,90,EHC Biel-Bienne,1463.15
2025-26,R 90,90,EHC Kloten,1465.27
2025-26,R 90,90,EV Zug,1453.79
2025-26,R 90,90,Fribourg-Gottéron,1589.18
2025-26,R 90,90,Genève-Servette HC,1503.49
2025-26,R 90,90,HC Ajoie,1361.01
2025-26,R 90,90,HC Ambri-Piotta,1444.01
2025-26,R 90,90,HC Davos,1657.86
2025-26,R 90,90,HC Lugano,1566.52
2025-26,R 90,90,Lausanne HC,1508.1
2025-26,R 90,90,SC Bern,1506.16
2025-26,R 90,90,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 90,90,SCL Tigers,1468.41
2025-26,R 90,90,SCRJ Lakers,1493.43
2025-26,R 90,90,ZSC Lions,1573.27
2025-26,R 90,90,nan,1483.74
2025-26,R 91,91,EHC Biel-Bienne,1474.38
2025-26,R 91,91,EHC Kloten,1480.46
2025-26,R 91,91,EV Zug,1467.21
2025-26,R 91,91,Fribourg-Gottéron,1589.18
2025-26,R 91,91,Genève-Servette HC,1515.47
2025-26,R 91,91,HC Ajoie,1361.01
2025-26,R 91,91,HC Ambri-Piotta,1430.59
2025-26,R 91,91,HC Davos,1642.67
2025-26,R 91,91,HC Lugano,1550.77
2025-26,R 91,91,Lausanne HC,1523.86
2025-26,R 91,91,SC Bern,1494.93
2025-26,R 91,91,SC Rapperswil-Jona Lakers,1462.61
2025-26,R 91,91,SCL Tigers,1459.13
2025-26,R 91,91,SCRJ Lakers,1502.71
2025-26,R 91,91,ZSC Lions,1561.28
2025-26,R 91,91,nan,1483.74
2025-26,R 92,92,EHC Biel-Bienne,1464.86
2025-26,R 92,92,EHC Kloten,1469.0
2025-26,R 92,92,EV Zug,1463.0
2025-26,R 92,92,Fribourg-Gottéron,1595.61
2025-26,R 92,92,Genève-Servette HC,1524.98
2025-26,R 92,92,HC Ajoie,1357.99
2025-26,R 92,92,HC Ambri-Piotta,1433.62
2025-26,R 92,92,HC Davos,1652.91
2025-26,R 92,92,HC Lugano,1537.39
2025-26,R 92,92,Lausanne HC,1513.61
2025-26,R 92,92,SC Bern,1499.14
2025-26,R 92,92,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 92,92,SCL Tigers,1452.71
2025-26,R 92,92,SCRJ Lakers,1502.71
2025-26,R 92,92,ZSC Lions,1574.66
2025-26,R 92,92,nan,1483.74
2025-26,R 93,93,EHC Biel-Bienne,1480.31
2025-26,R 93,93,EHC Kloten,1475.95
2025-26,R 93,93,EV Zug,1459.14
2025-26,R 93,93,Fribourg-Gottéron,1583.29
2025-26,R 93,93,Genève-Servette HC,1533.26
2025-26,R 93,93,HC Ajoie,1349.71
2025-26,R 93,93,HC Ambri-Piotta,1449.59
2025-26,R 93,93,HC Davos,1660.7
2025-26,R 93,93,HC Lugano,1530.44
2025-26,R 93,93,Lausanne HC,1525.93
2025-26,R 93,93,SC Bern,1483.16
2025-26,R 93,93,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 93,93,SCL Tigers,1437.26
2025-26,R 93,93,SCRJ Lakers,1506.57
2025-26,R 93,93,ZSC Lions,1566.88
2025-26,R 93,93,nan,1483.74
2025-26,R 94,94,EHC Biel-Bienne,1473.61
2025-26,R 94,94,EHC Kloten,1458.99
2025-26,R 94,94,EV Zug,1448.43
2025-26,R 94,94,Fribourg-Gottéron,1590.49
2025-26,R 94,94,Genève-Servette HC,1550.21
2025-26,R 94,94,HC Ajoie,1359.39
2025-26,R 94,94,HC Ambri-Piotta,1436.45
2025-26,R 94,94,HC Davos,1667.4
2025-26,R 94,94,HC Lugano,1541.15
2025-26,R 94,94,Lausanne HC,1516.25
2025-26,R 94,94,SC Bern,1475.97
2025-26,R 94,94,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 94,94,SCL Tigers,1430.59
2025-26,R 94,94,SCRJ Lakers,1519.71
2025-26,R 94,94,ZSC Lions,1573.55
2025-26,R 94,94,nan,1483.74
2025-26,R 95,95,EHC Biel-Bienne,1483.68
2025-26,R 95,95,EHC Kloten,1458.99
2025-26,R 95,95,EV Zug,1464.58
2025-26,R 95,95,Fribourg-Gottéron,1590.49
2025-26,R 95,95,Genève-Servette HC,1550.21
2025-26,R 95,95,HC Ajoie,1359.39
2025-26,R 95,95,HC Ambri-Piotta,1436.45
2025-26,R 95,95,HC Davos,1667.4
2025-26,R 95,95,HC Lugano,1541.15
2025-26,R 95,95,Lausanne HC,1516.25
2025-26,R 95,95,SC Bern,1465.9
2025-26,R 95,95,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 95,95,SCL Tigers,1430.59
2025-26,R 95,95,SCRJ Lakers,1503.57
2025-26,R 95,95,ZSC Lions,1573.55
2025-26,R 95,95,nan,1483.74
2025-26,R 96,96,EHC Biel-Bienne,1466.9
2025-26,R 96,96,EHC Kloten,1458.99
2025-26,R 96,96,EV Zug,1455.69
2025-26,R 96,96,Fribourg-Gottéron,1590.49
2025-26,R 96,96,Genève-Servette HC,1550.21
2025-26,R 96,96,HC Ajoie,1359.39
2025-26,R 96,96,HC Ambri-Piotta,1436.45
2025-26,R 96,96,HC Davos,1667.4
2025-26,R 96,96,HC Lugano,1541.15
2025-26,R 96,96,Lausanne HC,1516.25
2025-26,R 96,96,SC Bern,1482.68
2025-26,R 96,96,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 96,96,SCL Tigers,1430.59
2025-26,R 96,96,SCRJ Lakers,1512.45
2025-26,R 96,96,ZSC Lions,1573.55
2025-26,R 96,96,nan,1483.74
2025-26,R 97,97,EHC Biel-Bienne,1466.9
2025-26,R 97,97,EHC Kloten,1458.99
2025-26,R 97,97,EV Zug,1455.69
2025-26,R 97,97,Fribourg-Gottéron,1590.49
2025-26,R 97,97,Genève-Servette HC,1550.21
2025-26,R 97,97,HC Ajoie,1359.39
2025-26,R 97,97,HC Ambri-Piotta,1436.45
2025-26,R 97,97,HC Davos,1667.4
2025-26,R 97,97,HC Lugano,1541.15
2025-26,R 97,97,Lausanne HC,1516.25
2025-26,R 97,97,SC Bern,1473.54
2025-26,R 97,97,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 97,97,SCL Tigers,1430.59
2025-26,R 97,97,SCRJ Lakers,1521.59
2025-26,R 97,97,ZSC Lions,1573.55
2025-26,R 97,97,nan,1483.74
2025-26,R 98,98,EHC Biel-Bienne,1466.9
2025-26,R 98,98,EHC Kloten,1458.99
2025-26,R 98,98,EV Zug,1455.69
2025-26,R 98,98,Fribourg-Gottéron,1590.49
2025-26,R 98,98,Genève-Servette HC,1550.21
2025-26,R 98,98,HC Ajoie,1359.39
2025-26,R 98,98,HC Ambri-Piotta,1436.45
2025-26,R 98,98,HC Davos,1667.4
2025-26,R 98,98,HC Lugano,1541.15
2025-26,R 98,98,Lausanne HC,1516.25
2025-26,R 98,98,SC Bern,1459.95
2025-26,R 98,98,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 98,98,SCL Tigers,1430.59
2025-26,R 98,98,SCRJ Lakers,1535.18
2025-26,R 98,98,ZSC Lions,1573.55
2025-26,R 98,98,nan,1483.74
2025-26,R 99,99,EHC Biel-Bienne,1466.9
2025-26,R 99,99,EHC Kloten,1458.99
2025-26,R 99,99,EV Zug,1451.13
2025-26,R 99,99,Fribourg-Gottéron,1574.83
2025-26,R 99,99,Genève-Servette HC,1550.21
2025-26,R 99,99,HC Ajoie,1359.39
2025-26,R 99,99,HC Ambri-Piotta,1436.45
2025-26,R 99,99,HC Davos,1671.96
2025-26,R 99,99,HC Lugano,1541.15
2025-26,R 99,99,Lausanne HC,1516.25
2025-26,R 99,99,SC Bern,1459.95
2025-26,R 99,99,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 99,99,SCL Tigers,1430.59
2025-26,R 99,99,SCRJ Lakers,1550.84
2025-26,R 99,99,ZSC Lions,1573.55
2025-26,R 99,99,nan,1483.74
2025-26,R 100,100,EHC Biel-Bienne,1466.9
2025-26,R 100,100,EHC Kloten,1458.99
2025-26,R 100,100,EV Zug,1451.13
2025-26,R 100,100,Fribourg-Gottéron,1574.83
2025-26,R 100,100,Genève-Servette HC,1559.24
2025-26,R 100,100,HC Ajoie,1351.09
2025-26,R 100,100,HC Ambri-Piotta,1444.75
2025-26,R 100,100,HC Davos,1671.96
2025-26,R 100,100,HC Lugano,1528.76
2025-26,R 100,100,Lausanne HC,1507.23
2025-26,R 100,100,SC Bern,1459.95
2025-26,R 100,100,SC Rapperswil-Jona Lakers,1474.06
2025-26,R 100,100,SCL Tigers,1430.59
2025-26,R 100,100,SCRJ Lakers,1550.84
2025-26,R 100,100,ZSC Lions,1585.94
2025-26,R 100,100,nan,1483.74
2025-26,R 101,101,EHC Biel-Bienne,1466.9
2025-26,R 101,101,EHC Kloten,1458.99
2025-26,R 101,101,EV Zug,1446.76
2025-26,R 101,101,Fribourg-Gottéron,1562.01
2025-26,R 101,101,Genève-Servette HC,1559.24
2025-26,R 101,101,HC Ajoie,1351.09
2025-26,R 101,101,HC Ambri-Piotta,1444.75
2025-26,R 101,101,HC Davos,1676.33
2025-26,R 101,101,HC Lugano,1528.76
2025-26,R 101,101,Lausanne HC,1507.23
2025-26,R 101,101,SC Bern,1459.95
2025-26,R 101,101,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 101,101,SCL Tigers,1430.59
2025-26,R 101,101,SCRJ Lakers,1550.84
2025-26,R 101,101,ZSC Lions,1585.94
2025-26,R 101,101,nan,1483.74
2025-26,R 102,102,EHC Biel-Bienne,1466.9
2025-26,R 102,102,EHC Kloten,1458.99
2025-26,R 102,102,EV Zug,1446.76
2025-26,R 102,102,Fribourg-Gottéron,1562.01
2025-26,R 102,102,Genève-Servette HC,1541.18
2025-26,R 102,102,HC Ajoie,1351.09
2025-26,R 102,102,HC Ambri-Piotta,1444.75
2025-26,R 102,102,HC Davos,1676.33
2025-26,R 102,102,HC Lugano,1520.39
2025-26,R 102,102,Lausanne HC,1525.29
2025-26,R 102,102,SC Bern,1459.95
2025-26,R 102,102,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 102,102,SCL Tigers,1430.59
2025-26,R 102,102,SCRJ Lakers,1550.84
2025-26,R 102,102,ZSC Lions,1594.31
2025-26,R 102,102,nan,1483.74
2025-26,R 103,103,EHC Biel-Bienne,1466.9
2025-26,R 103,103,EHC Kloten,1458.99
2025-26,R 103,103,EV Zug,1440.62
2025-26,R 103,103,Fribourg-Gottéron,1577.5
2025-26,R 103,103,Genève-Servette HC,1541.18
2025-26,R 103,103,HC Ajoie,1341.29
2025-26,R 103,103,HC Ambri-Piotta,1454.55
2025-26,R 103,103,HC Davos,1682.47
2025-26,R 103,103,HC Lugano,1520.39
2025-26,R 103,103,Lausanne HC,1525.29
2025-26,R 103,103,SC Bern,1459.95
2025-26,R 103,103,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 103,103,SCL Tigers,1430.59
2025-26,R 103,103,SCRJ Lakers,1535.34
2025-26,R 103,103,ZSC Lions,1594.31
2025-26,R 103,103,nan,1483.74
2025-26,R 104,104,EHC Biel-Bienne,1466.9
2025-26,R 104,104,EHC Kloten,1458.99
2025-26,R 104,104,EV Zug,1440.62
2025-26,R 104,104,Fribourg-Gottéron,1577.5
2025-26,R 104,104,Genève-Servette HC,1526.79
2025-26,R 104,104,HC Ajoie,1341.29
2025-26,R 104,104,HC Ambri-Piotta,1454.55
2025-26,R 104,104,HC Davos,1682.47
2025-26,R 104,104,HC Lugano,1508.09
2025-26,R 104,104,Lausanne HC,1539.68
2025-26,R 104,104,SC Bern,1459.95
2025-26,R 104,104,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 104,104,SCL Tigers,1430.59
2025-26,R 104,104,SCRJ Lakers,1535.34
2025-26,R 104,104,ZSC Lions,1606.62
2025-26,R 104,104,nan,1483.74
2025-26,R 105,105,EHC Biel-Bienne,1466.9
2025-26,R 105,105,EHC Kloten,1458.99
2025-26,R 105,105,EV Zug,1460.63
2025-26,R 105,105,Fribourg-Gottéron,1591.39
2025-26,R 105,105,Genève-Servette HC,1526.79
2025-26,R 105,105,HC Ajoie,1341.29
2025-26,R 105,105,HC Ambri-Piotta,1454.55
2025-26,R 105,105,HC Davos,1662.46
2025-26,R 105,105,HC Lugano,1508.09
2025-26,R 105,105,Lausanne HC,1539.68
2025-26,R 105,105,SC Bern,1459.95
2025-26,R 105,105,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 105,105,SCL Tigers,1430.59
2025-26,R 105,105,SCRJ Lakers,1521.45
2025-26,R 105,105,ZSC Lions,1606.62
2025-26,R 105,105,nan,1483.74
2025-26,R 106,106,EHC Biel-Bienne,1466.9
2025-26,R 106,106,EHC Kloten,1458.99
2025-26,R 106,106,EV Zug,1460.63
2025-26,R 106,106,Fribourg-Gottéron,1591.39
2025-26,R 106,106,Genève-Servette HC,1538.11
2025-26,R 106,106,HC Ajoie,1341.29
2025-26,R 106,106,HC Ambri-Piotta,1454.55
2025-26,R 106,106,HC Davos,1662.46
2025-26,R 106,106,HC Lugano,1500.85
2025-26,R 106,106,Lausanne HC,1528.35
2025-26,R 106,106,SC Bern,1459.95
2025-26,R 106,106,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 106,106,SCL Tigers,1430.59
2025-26,R 106,106,SCRJ Lakers,1521.45
2025-26,R 106,106,ZSC Lions,1613.86
2025-26,R 106,106,nan,1483.74
2025-26,R 107,107,EHC Biel-Bienne,1466.9
2025-26,R 107,107,EHC Kloten,1458.99
2025-26,R 107,107,EV Zug,1454.57
2025-26,R 107,107,Fribourg-Gottéron,1579.4
2025-26,R 107,107,Genève-Servette HC,1538.11
2025-26,R 107,107,HC Ajoie,1334.44
2025-26,R 107,107,HC Ambri-Piotta,1461.4
2025-26,R 107,107,HC Davos,1668.52
2025-26,R 107,107,HC Lugano,1500.85
2025-26,R 107,107,Lausanne HC,1528.35
2025-26,R 107,107,SC Bern,1459.95
2025-26,R 107,107,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 107,107,SCL Tigers,1430.59
2025-26,R 107,107,SCRJ Lakers,1533.44
2025-26,R 107,107,ZSC Lions,1613.86
2025-26,R 107,107,nan,1483.74
2025-26,R 108,108,EHC Biel-Bienne,1466.9
2025-26,R 108,108,EHC Kloten,1458.99
2025-26,R 108,108,EV Zug,1454.57
2025-26,R 108,108,Fribourg-Gottéron,1579.4
2025-26,R 108,108,Genève-Servette HC,1527.83
2025-26,R 108,108,HC Ajoie,1334.44
2025-26,R 108,108,HC Ambri-Piotta,1461.4
2025-26,R 108,108,HC Davos,1668.52
2025-26,R 108,108,HC Lugano,1500.85
2025-26,R 108,108,Lausanne HC,1538.63
2025-26,R 108,108,SC Bern,1459.95
2025-26,R 108,108,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 108,108,SCL Tigers,1430.59
2025-26,R 108,108,SCRJ Lakers,1533.44
2025-26,R 108,108,ZSC Lions,1613.86
2025-26,R 108,108,nan,1483.74
2025-26,R 109,109,EHC Biel-Bienne,1466.9
2025-26,R 109,109,EHC Kloten,1458.99
2025-26,R 109,109,EV Zug,1454.57
2025-26,R 109,109,Fribourg-Gottéron,1588.75
2025-26,R 109,109,Genève-Servette HC,1527.83
2025-26,R 109,109,HC Ajoie,1334.44
2025-26,R 109,109,HC Ambri-Piotta,1461.4
2025-26,R 109,109,HC Davos,1668.52
2025-26,R 109,109,HC Lugano,1500.85
2025-26,R 109,109,Lausanne HC,1538.63
2025-26,R 109,109,SC Bern,1459.95
2025-26,R 109,109,SC Rapperswil-Jona Lakers,1486.89
2025-26,R 109,109,SCL Tigers,1430.59
2025-26,R 109,109,SCRJ Lakers,1524.09
2025-26,R 109,109,ZSC Lions,1613.86
2025-26,R 109,109,nan,1483.74
